taxon_oid,Domain,Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,IMG Product Assignment,IMG Release,IMG Submission ID,JGI Project ID / ITS PID,JGI Analysis Product Name,JGI Analysis Project Type,GOLD Analysis Project ID,GOLD Analysis Project Type,GOLD Sequencing Project ID,GOLD Study ID,Add Date,Assembly Method,Combined Sample,Comments,Distance Matrix Calc. Date,Funding Agency,Gene Model QC,Genome Completeness %,High Quality,Is Public,NCBI Taxon ID,NCBI Project ID,RefSeq Project ID,Release Date,Strain,Submission Type,User Access,Alt. Contact Email,Alt. Contact Name,Alt2. Contact Emails ,Alt2. Contact Names ,Altitude,Bioproject Accession,Biosample Accession,Biotic Relationships,Cell Arrangement,Cell Shape,Chlorophyll concentration,Clade,Contact Email,Contact Name,Culture Type,Cultured,Depth,Diseases,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Energy Source,Funding Program,Geographic Location,GOLD Sequencing Depth,GOLD Sequencing Quality,GOLD Sequencing Strategy,GPTS Proposal Id,Gram Staining,Habitat,HMP ID,Host Gender,Host Name,Isolation,Isolation Country,ITS PID,ITS Proposal Id,Latitude,Longhurst Code,Longhurst Description,Longitude,Medical Record Number,Metabolism,Motility,Nitrate Concentration,Oxygen concentration,Oxygen Requirement,pH,Phenotype,PMO ID,Pressure,Project / Study Name,Proportal Isolation,Proportal Ocean,Proportal Station,Proportal WOA Dissolved Oxygen,Proportal WOA Nitrate,Proportal WOA Phosphate,Proportal WOA Salinity,Proportal WOA Silicate,Proportal WOA Temperature,Relevance,Replicate,Salinity,Salinity Concentration,Sample Body Site,Sample Body Subsite,Sample Collection Date ,Sample Collection Temperature,Seq Status,Sequencing Method,Specific Ecosystem,Sporulation,Temperature Range,Type Strain,Uncultured Type,Visits,Genome Size   * assembled,Gene Count   * assembled,Scaffold Count   * assembled,CRISPR Count   * assembled,GC Count   * assembled,GC   * assembled,Coding Base Count ,Coding Base Count % ,Coding Base Count NP ,Coding Base Count NP % ,CDS Count   * assembled,CDS %   * assembled,RNA Count   * assembled,RNA %  * assembled,rRNA Count   * assembled,5S rRNA Count   * assembled,16S rRNA Count   * assembled,18S rRNA Count   * assembled,23S rRNA Count   * assembled,28S rRNA Count   * assembled,tRNA Count   * assembled,Other RNA Count   * assembled,Pseudo Genes Count ,Pseudo Genes % ,Unchar Count ,Unchar % ,Dubious Count,Dubious %,w/ Func Pred Count   * assembled,w/ Func Pred %   * assembled,w/o function prediction  * assembled,w/o function prediction %  * assembled,Orthologs Count,Orthologs %,Paralogs Count,Paralogs %,Obsolete Count ,Obsolete % ,Revised Count ,Revised % ,Fused Count ,Fused % ,Fusion Component Count ,Fusion component % ,COG Count   * assembled,COG %   * assembled,KOG Count ,KOG % ,Pfam Count   * assembled,Pfam %   * assembled,TIGRfam Count   * assembled,TIGRfam %   * assembled,Enzyme Count   * assembled,Enzyme %   * assembled,KEGG Count   * assembled,KEGG %   * assembled,Not KEGG Count   * assembled,Not KEGG %   * assembled,KO Count   * assembled,KO %   * assembled,Not KO Count   * assembled,Not KO %   * assembled,MetaCyc Count   * assembled,MetaCyc %   * assembled,Not MetaCyc Count   * assembled,Not MetaCyc %   * assembled,IMG Term Count ,IMG Term % ,IMG Pathwawy Count ,IMG Pathway % ,IMG Parts List Count ,IMG Parts List % ,MyIMG Annotation Count,MyIMG Annotation %,Signal Peptide Count ,Signal Peptide % ,Transmembrane Count ,Transmembrane % ,Horizontally Transferred Count,Horizontally Transferred %,Genome Property Count ,Genome Property % ,Ortholog Group Count,Paralog Group Count,COG Cluster Count   * assembled,KOG Cluster Count ,Pfam Cluster Count   * assembled,TIGRfam Cluster Count   * assembled,IMG Cluster Count,IMG Cluster %,Chromosomal Cassette Gene Count,Chromosomal Cassette Gene %,Chromosomal Cassette Count,Biosynthetic Cluster Gene Count  * assembled,Biosynthetic Cluster Gene %  * assembled,Biosynthetic Cluster Count  * assembled,InterPro Count ,InterPro % 
2606217692,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9107,Massachusetts Institute of Technology,2606217692,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Yes,0,58653,0,,Genome Analysis,Ga0062505,Genome Analysis,Gp0109328,Gs0113824,2015-03-10,Newbler v. 2.6,,,2017-05-01,,No,,Yes,Yes,59921,0,0,2015-03-10,MIT9107,Primary,,misbandi@lbl.gov,Michelle Isbandi,misbandi@lbl.gov,Michelle Isbandi,,PRJNA246696,SAMN02769552,,,,,HLII,,,Isolate,Yes,25 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,,Tropical Pacific Ocean,,Level 5: Non-contiguous Finished,Whole Genome Sequencing,,,,,,,Tropical Pacific,,,,-15,,,-135,,,,,,,,,,,Prochlorococcus sp. MIT9107,25 m depth from the Tropical Pacific Ocean in August 1991.,Pacific Ocean,,4.681,0.175,0.463,36.177,1.081,26.419,Environmental,,,,,,,,Complete,Illumina GAiix,Unclassified,,,Unknown,,,1699937,1973,13,0,527299,0.31,1525504,89.74,1525504,89.74,1920,97.31,53,2.69,3,1,1,0,1,0,38,12,0,0,0,0,0,0,1273,64.52,647,32.79,0,0,130,6.59,0,0,0,0,24,1.22,0,0,1056,53.52,427,21.64,1405,71.21,687,34.82,638,32.34,702,35.58,1218,61.73,1008,51.09,912,46.22,579,29.35,1341,67.97,461,23.37,220,11.15,144,7.3,0,0,38,1.93,494,25.04,2,0.1,0,0,0,58,887,342,1286,680,0,0,1943,98.48,105,138,6.99,8,886,44.91
2606217690,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9116,Massachusetts Institute of Technology,2606217690,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Yes,0,58651,0,,Genome Analysis,Ga0062503,Genome Analysis,Gp0109329,Gs0113824,2015-03-10,Newbler v. 2.6,,,2017-05-01,,No,,Yes,Yes,167544,0,0,2015-03-10,MIT9116,Primary,,misbandi@lbl.gov,Michelle Isbandi,misbandi@lbl.gov,Michelle Isbandi,,PRJNA246696,SAMN02769553,,,,,HLII,,,Isolate,Yes,25 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,,Tropical Pacific Ocean,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,Tropical Pacific,,,,-15,,,-135,,,,,,,,,,,Prochlorococcus sp. MIT9116,25 m depth from the Tropical Pacific Ocean in August 1991.,Pacific Ocean,,4.681,0.175,0.463,36.177,1.081,26.419,,,,,,,,,Draft,Illumina GAiix,Unclassified,,,Unknown,,,1685398,1964,22,0,522649,0.31,1511173,89.66,1511173,89.66,1911,97.3,53,2.7,3,1,1,0,1,0,38,12,0,0,0,0,0,0,1275,64.92,636,32.38,0,0,136,6.92,0,0,0,0,24,1.22,0,0,1046,53.26,427,21.74,1404,71.49,681,34.67,641,32.64,705,35.9,1206,61.41,1010,51.43,901,45.88,581,29.58,1330,67.72,460,23.42,220,11.2,145,7.38,0,0,37,1.88,488,24.85,5,0.25,0,0,0,62,880,343,1282,678,0,0,1937,98.63,116,144,7.33,9,887,45.16
2606217318,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9123,Massachusetts Institute of Technology,2606217318,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Yes,0,58279,0,,Genome Analysis,Ga0062472,Genome Analysis,Gp0109373,Gs0113824,2015-03-10,Newbler v. 2.6,,,2017-05-01,,No,,Yes,Yes,167545,0,0,2015-03-10,MIT9123,Primary,,jmallajosyula@lbl.gov,Jyothi Mallajosyula,jmallajosyula@lbl.gov,Jyothi Mallajosyula,,PRJNA246696,SAMN02769554,,,,,HLII,,,Isolate,Yes,25 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,,Tropical Pacific Ocean,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,Tropical Pacific Ocean,,,,-15,,,-135,,,,,,,,,,,Prochlorococcus sp. MIT9123,25 m depth from the Tropical Pacific Ocean in August 1991.,Pacific Ocean,,4.681,0.175,0.463,36.177,1.081,26.419,Environmental,,,,,,,,Complete,Illumina GAiix,Unclassified,,,Unknown,,,1697748,1980,18,1,526630,0.31,1521568,89.62,1521568,89.62,1927,97.32,53,2.68,3,1,1,0,1,0,38,12,0,0,0,0,0,0,1281,64.7,646,32.63,0,0,142,7.17,0,0,0,0,24,1.21,0,0,1055,53.28,427,21.57,1412,71.31,685,34.6,643,32.47,706,35.66,1221,61.67,1013,51.16,914,46.16,583,29.44,1344,67.88,461,23.28,220,11.11,145,7.32,0,0,41,2.07,497,25.1,2,0.1,0,0,0,64,887,341,1284,680,0,0,1952,98.59,112,139,7.02,9,893,45.1
2606217687,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9201,Massachusetts Institute of Technology,2606217687,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Yes,0,58648,0,,Genome Analysis,Ga0062500,Genome Analysis,Gp0109365,Gs0113824,2015-03-10,Newbler v. 2.6,,,2017-05-01,,No,,Yes,Yes,93057,0,0,2015-03-10,MIT9201,Primary,,misbandi@lbl.gov,Michelle Isbandi,misbandi@lbl.gov,Michelle Isbandi,,PRJNA246696,SAMN02769555,,,,,HLII,,,Isolate,Yes,0 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,,Tropical Pacific Ocean,,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,Tropical Pacific,,,,-15,,,-135,,,,,,,,,,,Prochlorococcus sp. MIT9201,0 m depth from the Tropical Pacific Ocean in September 1992.,Pacific Ocean,,4.587,0.007,0.398,36.429,0.399,29.138,,,,,,,,,Draft,Illumina GAiix,Unclassified,,,Unknown,,,1672416,1981,21,0,523206,0.31,1519046,90.83,1519046,90.83,1928,97.32,53,2.68,3,1,1,0,1,0,38,12,0,0,0,0,0,0,1271,64.16,657,33.17,0,0,158,7.98,0,0,0,0,23,1.16,0,0,1055,53.26,414,20.9,1407,71.02,689,34.78,630,31.8,696,35.13,1232,62.19,1013,51.14,915,46.19,570,28.77,1358,68.55,456,23.02,216,10.9,144,7.27,0,0,34,1.72,510,25.74,26,1.31,0,0,0,75,902,343,1301,686,0,0,1963,99.09,90,121,6.11,7,893,45.08
647533199,Bacteria,Permanent Draft,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. MIT9202,J. Craig Venter Institute (JCVI),647533199,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,IMG/W 3.2,0,0,,Genome Analysis,Ga0029916,Genome Analysis,Gp0001288,Gs0019902,2010-06-24,,,,2017-05-01,,No,,Yes,Yes,93058,19343,54709,2010-08-01,MIT9202,Primary,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; chisholm@mit.edu,Nikos Kyrpides; Sallie Chisholm,,PRJNA19343,SAMN02436267,Free living,,Oval-shaped,,HLII,chisholm@mit.edu,Sallie Chisholm,Isolate,Yes,79 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),Photosynthetic,,Tropical Pacific Ocean,,,Whole Genome Sequencing,,Gram-,Marine,,,,South Pacific Ocean,,,,-12,,,-145.41667,,,Nonmotile,,,,,,,,Prochlorococcus sp. MIT9202,0 m depth from the Tropical Pacific Ocean in September 1992.,Pacific Ocean,,4.689,1.089,0.064,36.058,0.204,27.03,"Environmental, Marine Microbial Initiative (MMI)",,,,,,,,Complete,,Unclassified,,Mesophile,Unknown,,,1691453,1930,1,0,525653,0.31,1468854,86.89,1468854,86.89,1890,97.93,40,2.07,3,1,1,0,1,0,37,0,0,0,0,0,0,0,1259,65.23,631,32.69,0,0,532,27.56,0,0,0,0,76,3.94,0,0,999,51.76,408,21.14,1354,70.16,670,34.72,619,32.07,680,35.23,1210,62.69,991,51.35,899,46.58,556,28.81,1334,69.12,492,25.49,235,12.18,153,7.93,0,0,34,1.76,457,23.68,43,2.23,0,0,0,0,852,336,1261,664,0,0,1910,98.96,169,51,2.64,2,1384,71.71
641228501,Bacteria,Finished,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. MIT9211,J. Craig Venter Institute (JCVI),641228501,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,IMG/W 2.5,0,0,,Genome Analysis,Ga0029917,Genome Analysis,Gp0000019,Gs0019902,2008-02-07,Celera Assembler,,,2017-05-01,,No,,Yes,Yes,93059,13551,58309,2008-03-01,MIT9211,Primary,,NCKyrpides@lbl.gov,Nikos Kyrpides,chisholm@mit.edu; nckyrpides@lbl.gov,Chisholm S; Nikos Kyrpides,,PRJNA13551,SAMN00622972,Free living,Singles,Oval-shaped,,LLII/III,chisholm@mit.edu,Sallie Chisholm,Isolate,Yes,83 m,,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),Photosynthetic,,Equatorial Pacific Ocean,,Level 6: Finished,Whole Genome Sequencing,,Gram-,Marine,,,,Equatorial Pacific,,,,0,,,-140,,,Nonmotile,,,,,Non-Pathogen,,,Prochlorococcus sp. MIT9211,83 m depth from the Equatorial Pacific Ocean in April 1992.,Pacific Ocean,,3.398,5.804,0.812,35.209,3.312,24.323,"Carbon cycle, Environmental, Marine Microbial Initiative (MMI)",,,,,,,,Complete,Sanger,Unclassified,,Mesophile,Unknown,,,1688963,1901,1,0,641929,0.38,1522190,90.13,1522038,90.12,1856,97.63,45,2.37,3,1,1,0,1,0,40,2,1,0.05,0,0,0,0,1223,64.33,633,33.3,0,0,511,26.88,0,0,0,0,92,4.84,609,32.04,1040,54.71,429,22.57,1399,73.59,704,37.03,634,33.35,705,37.09,1151,60.55,1017,53.5,839,44.13,570,29.98,1286,67.65,550,28.93,261,13.73,160,8.42,0,0,33,1.74,503,26.46,75,3.95,0,0,0,0,898,356,1285,692,0,0,1887,99.26,98,24,1.26,2,1426,75.01
640753041,Bacteria,Finished,Prochlorococcus sp. MIT9215,Prochlorococcus sp. MIT9215,DOE Joint Genome Institute (JGI),640753041,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,IMG/W 2.4,0,52085,,Genome Analysis,Ga0029918,Genome Analysis,Gp0000049,Gs0019910,2007-10-09,,,,2017-05-01,DOE,No,,Yes,Yes,93060,18633,58819,2007-12-01,MIT 9215,Reanalysis,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; chisholm@mit.edu,Nikos Kyrpides; Chisholm S,,PRJNA18633,SAMN02598410,Free living,Singles,Oval-shaped,,HLII,chisholm@mit.edu,Sallie Chisholm,Isolate,Yes,5 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),Photosynthetic,,Equatorial Pacific Ocean,20x,Level 6: Finished,Whole Genome Sequencing,98986,Gram-,Marine,,,,Equatorial Pacific,,,,0,,,-140,,,Nonmotile,,,,,,52085,,Prochlorococcus sp. MIT9215,5 m depth from the Equatorial Pacific Ocean in October 1992.,Pacific Ocean,,4.564,4.547,0.625,34.95,3.885,26.489,"Carbon cycle, Comparative analysis, Environmental",,,,,,,,Complete,"454, Sanger",Unclassified,,Mesophile,Unknown,,,1738790,2059,1,0,541547,0.31,1565794,90.05,1558318,89.62,2014,97.81,45,2.19,3,1,1,0,1,0,39,3,32,1.55,0,0,0,0,1289,62.6,725,35.21,0,0,614,29.82,0,0,0,0,94,4.57,630,30.6,1052,51.09,433,21.03,1429,69.4,703,34.14,651,31.62,717,34.82,1297,62.99,1027,49.88,987,47.94,587,28.51,1427,69.31,535,25.98,261,12.68,161,7.82,0,0,40,1.94,493,23.94,81,3.93,0,0,0,0,896,351,1301,692,0,0,2040,99.08,92,111,5.39,6,1471,71.44
2606217559,Bacteria,Finished,Prochlorococcus sp. MIT9215,Prochlorococcus sp. MIT9215,DOE Joint Genome Institute (JGI),2606217559,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Yes,0,58520,52085,,Genome Analysis,Ga0065692,Genome Analysis,Gp0000049,Gs0019910,2015-03-10,Unknown,,,2017-05-01,DOE,No,,Yes,Yes,93060,0,0,2015-03-10,MIT 9215,Primary,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; chisholm@mit.edu,Nikos Kyrpides; Chisholm S,,PRJNA18633,SAMN02598410,Free living,Singles,Oval-shaped,,HLII,chisholm@mit.edu,Sallie Chisholm,Isolate,Yes,5 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),Photosynthetic,,Equatorial Pacific Ocean,20x,Level 6: Finished,Whole Genome Sequencing,98986,Gram-,Marine,,,,Equatorial Pacific,,,,0,,,-140,,,Nonmotile,,,,,,52085,,Prochlorococcus sp. MIT9215,5 m depth from the Equatorial Pacific Ocean in October 1992.,Pacific Ocean,,4.564,4.547,0.625,34.95,3.885,26.489,"Carbon cycle, Comparative analysis, Environmental",,,,,,,,Complete,"454, Sanger",Unclassified,,Mesophile,Unknown,,,1738790,1999,1,0,541547,0.31,1562269,89.85,1562269,89.85,1944,97.25,55,2.75,3,1,1,0,1,0,39,13,0,0,0,0,0,0,1284,64.23,660,33.02,0,0,136,6.8,0,0,0,0,25,1.25,0,0,1077,53.88,433,21.66,1423,71.19,701,35.07,653,32.67,716,35.82,1228,61.43,1025,51.28,919,45.97,589,29.46,1355,67.78,534,26.71,261,13.06,161,8.05,0,0,39,1.95,479,23.96,67,3.35,0,0,0,62,905,351,1295,689,0,0,1971,98.6,97,155,7.75,7,902,45.12
640069322,Bacteria,Finished,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. MIT9301,J. Craig Venter Institute (JCVI),640069322,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,IMG/W 2.2,0,0,,Genome Analysis,Ga0029919,Genome Analysis,Gp0000190,Gs0019902,2007-04-13,Celera Assembler,,Genome replaced by a new version processed using IMG's annotation pipelines. New IMG identifier: 2623620316,2017-05-01,Moore Foundation,No,,Yes,Yes,167546,15746,58437,2007-06-01,MIT 9301,Primary,,NCKyrpides@lbl.gov,Nikos Kyrpides,chisholm@mit.edu; nckyrpides@lbl.gov,Chisholm S; Nikos Kyrpides,,PRJNA15746,SAMN02603288,Free living,Singles,Oval-shaped,,HLII,chisholm@mit.edu,Sallie Chisholm,Isolate,Yes,90 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),Photosynthetic,,"Sargasso Sea, North Atlantic Ocean",,Level 6: Finished,Whole Genome Sequencing,,Gram-,"Aquatic, Marine",,,,Sargasso Sea,,,,34.751389,,,-66.183611,,,Nonmotile,,,,,Small,,,Prochlorococcus sp. MIT9301,"90 m depth from the Sargasso Sea, North Atlantic Ocean in July 1993.",Atlantic Ocean,,4.985,2.832,0.101,36.444,1.223,20.541,"Carbon cycle, Environmental, Marine Microbial Initiative (MMI)",,,,,,,,Complete,Sanger,Unclassified,,Mesophile,Unknown,,,1641879,1967,1,1,514563,0.31,1500460,91.39,1497626,91.21,1921,97.66,46,2.34,3,1,1,0,1,0,37,6,14,0.71,0,0,0,0,1268,64.46,653,33.2,0,0,532,27.05,0,0,0,0,92,4.68,654,33.25,1037,52.72,426,21.66,1400,71.17,704,35.79,629,31.98,701,35.64,1220,62.02,1007,51.19,914,46.47,567,28.83,1354,68.84,546,27.76,255,12.96,168,8.54,0,0,37,1.88,490,24.91,50,2.54,0,0,0,0,894,348,1289,705,0,0,1956,99.44,72,54,2.75,2,1437,73.06
2606217691,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9302,Massachusetts Institute of Technology,2606217691,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Yes,0,58652,0,,Genome Analysis,Ga0062504,Genome Analysis,Gp0109364,Gs0113824,2015-03-10,Newbler v. 2.6,,,2017-05-01,,No,,Yes,Yes,74545,0,0,2015-03-10,MIT9302,Primary,,misbandi@lbl.gov,Michelle Isbandi,misbandi@lbl.gov,Michelle Isbandi,,PRJNA246696,SAMN02769556,,,,,HLII,,,Isolate,Yes,100 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,,"Sargasso Sea, North Atlantic Ocean",,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,Sargasso Sea,,,,34.75,,,-66.185,,,,,,,,,,,Prochlorococcus sp. MIT9302,"100 m depth from the Sargasso Sea, North Atlantic Ocean in July 1993.",Atlantic Ocean,,4.979,0.483,0.046,36.484,0.7,20.248,,,,,,,,,Draft,Illumina GAiix,Unclassified,,,Unknown,,,1745343,2013,17,1,543167,0.31,1565016,89.67,1565016,89.67,1956,97.17,57,2.83,4,1,1,0,2,0,38,15,0,0,0,0,0,0,1308,64.98,648,32.19,0,0,141,7,0,0,0,0,25,1.24,0,0,1083,53.8,422,20.96,1438,71.44,700,34.77,638,31.69,707,35.12,1249,62.05,1021,50.72,935,46.45,579,28.76,1377,68.41,482,23.94,229,11.38,152,7.55,0,0,46,2.29,507,25.19,52,2.58,0,0,0,61,915,350,1305,693,0,0,1971,97.91,111,116,5.76,6,930,46.2
640069323,Bacteria,Finished,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. MIT9303,J. Craig Venter Institute (JCVI),640069323,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,,IMG/W 2.2,0,0,,Genome Analysis,Ga0029920,Genome Analysis,Gp0000215,Gs0019902,2007-04-13,Celera Assembler,,Genome replaced by a new version processed using IMG's annotation pipelines. New IMG identifier: 2623620347,2017-05-01,Moore Foundation,No,,Yes,Yes,59922,13496,58305,2007-06-01,MIT9303,Primary,,NCKyrpides@lbl.gov,Nikos Kyrpides,chisholm@mit.edu; nckyrpides@lbl.gov,Chisholm S; Nikos Kyrpides,,PRJNA13496,SAMN02603917,Free living,Singles,Oval-shaped,,LLIV,chisholm@mit.edu,Sallie Chisholm,Isolate,Yes,100 m,,Environmental,Aquatic,Pelagic,Marine,Low light adapted (LL),Photosynthetic,,"Sargasso Sea, North Atlantic Ocean",,Level 6: Finished,Whole Genome Sequencing,,Gram-,"Aquatic, Marine",,,,Sargasso Sea,,,,34.75139,,,-66.18361,,,Nonmotile,,,,,Non-Pathogen,,,Prochlorococcus sp. MIT9303,"100 m depth from the Sargasso Sea, North Atlantic Ocean in July 1993.",Atlantic Ocean,,4.979,0.483,0.046,36.484,0.7,20.248,"Carbon cycle, Environmental, Marine Microbial Initiative (MMI)",,,,,,,,Complete,Sanger,Unclassified,,Mesophile,Unknown,,,2682675,3133,1,0,1341541,0.5,2282829,85.1,2267296,84.52,3075,98.15,58,1.85,6,2,2,0,2,0,44,8,78,2.49,0,0,0,0,1567,50.02,1508,48.13,0,0,1009,32.21,0,0,0,0,127,4.05,865,27.61,1314,41.94,486,15.51,1828,58.35,822,26.24,723,23.08,804,25.66,2271,72.49,1208,38.56,1867,59.59,652,20.81,2423,77.34,627,20.01,277,8.84,186,5.94,0,0,106,3.38,660,21.07,222,7.09,0,0,0,0,1054,391,1491,769,0,0,3031,96.74,281,137,4.37,12,1914,61.09
2606217680,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9311,Massachusetts Institute of Technology,2606217680,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Yes,0,58641,0,,Genome Analysis,Ga0062462,Genome Analysis,Gp0109359,Gs0113824,2015-03-10,Newbler v. 2.6,,,2017-05-01,,No,,Yes,Yes,167547,0,0,2015-03-10,MIT9311,Primary,,jmallajosyula@lbl.gov,Jyothi Mallajosyula,jmallajosyula@lbl.gov,Jyothi Mallajosyula,,PRJNA246696,SAMN02769557,,,,,HLII,,,Isolate,Yes,135 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,,"Gulf Stream, North Atlantic Ocean",200 x,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,Gulf Stream,,,,37.513333,,,-64.24,,,,,,,,,,,Prochlorococcus sp. MIT9311,"135 m depth from the Gulf Stream, North Atlantic Ocean in July 1993.",Atlantic Ocean,,4.671,5.748,0.299,36.29,4.332,18.934,Environmental,,,,,,,,Complete,Illumina GAiix,Unclassified,,,Unknown,,,1711064,1966,17,0,533970,0.31,1543958,90.23,1543958,90.23,1911,97.2,55,2.8,3,1,1,0,1,0,39,13,0,0,0,0,0,0,1281,65.16,630,32.04,0,0,141,7.17,0,0,0,0,28,1.42,0,0,1071,54.48,429,21.82,1410,71.72,691,35.15,630,32.04,703,35.76,1208,61.44,1016,51.68,895,45.52,568,28.89,1343,68.31,502,25.53,241,12.26,156,7.93,0,0,38,1.93,486,24.72,44,2.24,0,0,0,61,908,347,1300,685,0,0,1937,98.52,106,121,6.15,7,908,46.19
2606217312,Bacteria,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT9314,Massachusetts Institute of Technology,2606217312,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,Yes,0,58273,0,,Genome Analysis,Ga0062474,Genome Analysis,Gp0109358,Gs0113824,2015-03-10,Newbler v. 2.6,,,2017-05-01,,No,,Yes,Yes,167548,0,0,2015-03-10,MIT 9314,Primary,,jmallajosyula@lbl.gov,Jyothi Mallajosyula,jmallajosyula@lbl.gov,Jyothi Mallajosyula,,PRJNA246696,SAMN02769558,,,,,HLII,,,Isolate,Yes,180 m,,Environmental,Aquatic,Pelagic,Marine,High light adapted (HL),,,"Gulf Stream, North Atlantic Ocean",200 x,Level 1: Standard Draft,Whole Genome Sequencing,,,,,,,Gulf Stream,,,,37.513333,,,-64.24,,,,,,,,,,,Prochlorococcus sp. MIT9314,"180 m depth from the Gulf Stream, North Atlantic Ocean in July 1993.",Atlantic Ocean,,4.699,6.933,0.333,36.425,4.924,18.38,Environmental,,,,,,,,Complete,Illumina GAiix,Unclassified,,,Unknown,,,1690556,1977,16,0,527188,0.31,1535813,90.85,1535813,90.85,1926,97.42,51,2.58,3,1,1,0,1,0,36,12,0,0,0,0,0,0,1303,65.91,623,31.51,0,0,138,6.98,0,0,0,0,24,1.21,0,0,1091,55.18,438,22.15,1432,72.43,700,35.41,651,32.93,727,36.77,1199,60.65,1032,52.2,894,45.22,588,29.74,1338,67.68,457,23.12,219,11.08,144,7.28,0,0,37,1.87,482,24.38,40,2.02,0,0,0,60,919,355,1296,701,0,0,1952,98.74,91,144,7.28,6,911,46.08
