"Contig_id","Nb.genes.contigs","Fragment","Nb.genes","Category","Nb.phage.hallmark.genes","Phage.gene.enrichment.sig","Non.Caudovirales.phage.gene.enrichment.sig","Pfam.depletion.sig","Uncharacterized.enrichment.sig","Strand.switch.depletion.sig","Short.genes.enrichment.sig","Scaffold.ID","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length..bp.","GC.Content","Read.Depth","Prophages.per.scaffold","Prophages.per.genome"
"2648578723_Ga0045936_12",3258,"2648578723_Ga0045936_12-gene_1412-gene_1459",48,2,3,"","","gene_1412-gene_1459:3.11061036233367","","","",2648578723,"Desulfovibrio hydrothermalis AM13, DSM 14728 : Ga0045936_12",2648501899,"Desulfovibrio hydrothermalis AM13, DSM 14728",3334,3703034,0.45,1,3,3
"2648578723_Ga0045936_12",3258,"2648578723_Ga0045936_12-gene_2016-gene_2109",94,2,3,"","","gene_2016-gene_2109:31.70663270053215","gene_2051-gene_2108:6.32180478387866","","gene_2017-gene_2099:2.94237176410947",2648578723,"Desulfovibrio hydrothermalis AM13, DSM 14728 : Ga0045936_12",2648501899,"Desulfovibrio hydrothermalis AM13, DSM 14728",3334,3703034,0.45,1,3,3
"2654619631_Ga0111170_1001-circular",73,"2654619631_Ga0111170_1001-circular",73,2,3,"","","44.06175478","gene_2-gene_73:19.77308946729046","gene_6-gene_74:3.60774469006029","gene_2-gene_35:6.02867789124296",2654619631,"Acidithiobacillales bacterium SM1_46 : Ga0111170_1001",2654587931,"Acidithiobacillales bacterium SM1_46",75,54650,0.61,1,1,1
"2654619813_Ga0111171_1001-circular",72,"2654619813_Ga0111171_1001-circular",72,2,3,"","","43.39874659","gene_2-gene_72:20.31461582113904","gene_6-gene_59:3.59093118258326","gene_2-gene_30:5.42061873717830",2654619813,"Acidithiobacillales bacterium SM23_46 : Ga0111171_1001",2654587932,"Acidithiobacillales bacterium SM23_46",75,54660,0.61,1,1,1
"2654632964_Ga0111206_129-circular",62,"2654632964_Ga0111206_129-circular",62,2,2,"","","34.71915068","gene_2-gene_62:11.90695417768956","2.018742538","gene_15-gene_55:8.28377001902608",2654632964,"Coxiella sp. DG_40 : Ga0111206_129",2654588076,"Coxiella sp. DG_40",65,35501,0.34,1,1,1
"2667541935_Ga0102658_12",3391,"2667541935_Ga0102658_12-gene_1305-gene_1353",49,2,4,"","","gene_1305-gene_1353:14.63482395545050","","","",2667541935,"Pseudoalteromonas sp. Bsw20308 : Ga0102658_12",2667527504,"Pseudoalteromonas sp. Bsw20308",3509,3924123,0.39,1,1,1
"2667542034_Ga0114080_11",4695,"2667542034_Ga0114080_11-gene_2639-gene_2706",68,2,6,"gene_2639-gene_2693:4.30666551077989","","gene_2641-gene_2706:37.01993085557314","","","",2667542034,"Marinobacter similis A3d10 : Ga0114080_11",2667527567,"Marinobacter similis A3d10",4697,3975896,0.58,1,3,3
"2667542047_Ga0105927_11",3982,"2667542047_Ga0105927_11-gene_2039-gene_2135",97,2,3,"","","gene_2039-gene_2135:29.73463893948845","","","",2667542047,"Rhodovulum sulfidophilum DSM 1374 null replaces 45913 : Ga0105927_11",2667527571,"Rhodovulum sulfidophilum DSM 1374",3930,4130470,0.67,1,5,5
"2667542047_Ga0105927_11",3982,"2667542047_Ga0105927_11-gene_2614-gene_2700",87,2,2,"","","gene_2614-gene_2700:25.04844409899180","gene_2648-gene_2694:4.98647151720545","","",2667542047,"Rhodovulum sulfidophilum DSM 1374 null replaces 45913 : Ga0105927_11",2667527571,"Rhodovulum sulfidophilum DSM 1374",3930,4130470,0.67,1,5,5
"2667542047_Ga0105927_11",3982,"2667542047_Ga0105927_11-gene_3574-gene_3693",120,2,2,"","","gene_3574-gene_3673:43.63644804069963","gene_3596-gene_3693:14.25682434971691","","",2667542047,"Rhodovulum sulfidophilum DSM 1374 null replaces 45913 : Ga0105927_11",2667527571,"Rhodovulum sulfidophilum DSM 1374",3930,4130470,0.67,1,5,5
"2675939236_Ga0104442_125-circular",100,"2675939236_Ga0104442_125-circular",100,2,4,"","","52.06103852","gene_2-gene_96:20.92291765382129","","gene_38-gene_99:8.33033391888241",2675939236,"Streptomyces indicus CGMCC 4.5727 : Ga0104442_125",2675903130,"Streptomyces indicus CGMCC 4.5727",92,62152,0.69,1,1,1
"2687454401_Ga0133388_11",3994,"2687454401_Ga0133388_11-gene_2030-gene_2133",104,2,3,"gene_2046-gene_2133:3.27032270887526","","gene_2030-gene_2128:30.91298356886326","","","",2687454401,"Rhodovulum sulfidophilum DSM 1374 : Ga0133388_11",2687453592,"Rhodovulum sulfidophilum DSM 1374",3940,4132586,0.67,1,5,5
"2687454401_Ga0133388_11",3994,"2687454401_Ga0133388_11-gene_2609-gene_2695",87,2,2,"","","gene_2609-gene_2695:23.90337538762661","gene_2647-gene_2689:2.99932187706700","","",2687454401,"Rhodovulum sulfidophilum DSM 1374 : Ga0133388_11",2687453592,"Rhodovulum sulfidophilum DSM 1374",3940,4132586,0.67,1,5,5
"2687454401_Ga0133388_11",3994,"2687454401_Ga0133388_11-gene_3574-gene_3703",130,2,2,"","","gene_3574-gene_3673:43.63512329798897","gene_3610-gene_3703:10.72338218036954","","",2687454401,"Rhodovulum sulfidophilum DSM 1374 : Ga0133388_11",2687453592,"Rhodovulum sulfidophilum DSM 1374",3940,4132586,0.67,1,5,5
"2690318780_Ga0045920_11",3514,"2690318780_Ga0045920_11-gene_1827-gene_1905",79,2,4,"gene_1839-gene_1904:3.90227415064327","","gene_1827-gene_1905:33.34258904586956","","gene_1836-gene_1897:4.00021974931996","",2690318780,"Clostridium botulinum B Eklund 17B : Ga0045920_11",2690315688,"Clostridium botulinum B Eklund 17B",3570,3781509,0.27,1,9,9
"2690318780_Ga0045920_11",3514,"2690318780_Ga0045920_11-gene_1827-gene_1921",95,2,4,"gene_1847-gene_1904:2.24597994601335","","gene_1827-gene_1905:33.33723605457699","gene_1827-gene_1921:2.67358025004063","gene_1836-gene_1897:4.00021974931996","gene_1827-gene_1907:5.34274396556903",2690318780,"Clostridium botulinum B Eklund 17B : Ga0045920_11",2690315688,"Clostridium botulinum B Eklund 17B",3570,3781509,0.27,1,9,9
"2690318780_Ga0045920_11",3514,"2690318780_Ga0045920_11-gene_2185-gene_2236",52,2,4,"gene_2191-gene_2236:3.78154974411546","","gene_2185-gene_2236:22.22685843694167","","","",2690318780,"Clostridium botulinum B Eklund 17B : Ga0045920_11",2690315688,"Clostridium botulinum B Eklund 17B",3570,3781509,0.27,1,9,9
"2690318780_Ga0045920_11",3514,"2690318780_Ga0045920_11-gene_2318-gene_2342",25,2,2,"","","gene_2318-gene_2342:6.44467243010088","gene_2318-gene_2341:2.22860409864391","","",2690318780,"Clostridium botulinum B Eklund 17B : Ga0045920_11",2690315688,"Clostridium botulinum B Eklund 17B",3570,3781509,0.27,1,9,9
"2690318780_Ga0045920_11",3514,"2690318780_Ga0045920_11-gene_24-gene_42",19,2,2,"gene_32-gene_41:2.04528703503716","","gene_24-gene_42:5.60418746813786","","","",2690318780,"Clostridium botulinum B Eklund 17B : Ga0045920_11",2690315688,"Clostridium botulinum B Eklund 17B",3570,3781509,0.27,1,9,9
"2690318780_Ga0045920_11",3514,"2690318780_Ga0045920_11-gene_2644-gene_2739",96,2,4,"gene_2657-gene_2739:50.13476418022485","","gene_2644-gene_2739:45.87144497203548","","gene_2651-gene_2736:7.67699545529434","gene_2645-gene_2736:4.39612233555071",2690318780,"Clostridium botulinum B Eklund 17B : Ga0045920_11",2690315688,"Clostridium botulinum B Eklund 17B",3570,3781509,0.27,1,9,9
"2690318780_Ga0045920_11",3514,"2690318780_Ga0045920_11-gene_2646-gene_2776",131,2,4,"gene_2657-gene_2739:7.77069316240574","","gene_2646-gene_2739:32.94214635500906","gene_2685-gene_2776:2.12637912802587","gene_2651-gene_2736:7.67699545529434","",2690318780,"Clostridium botulinum B Eklund 17B : Ga0045920_11",2690315688,"Clostridium botulinum B Eklund 17B",3570,3781509,0.27,1,9,9
"2690318780_Ga0045920_11",3514,"2690318780_Ga0045920_11-gene_872-gene_919",48,2,5,"gene_894-gene_912:6.88050427148308","","gene_872-gene_919:23.04424680348681","","","",2690318780,"Clostridium botulinum B Eklund 17B : Ga0045920_11",2690315688,"Clostridium botulinum B Eklund 17B",3570,3781509,0.27,1,9,9
"2718228072_Ga0174827_11",2367,"2718228072_Ga0174827_11-gene_1031-gene_1050",20,2,5,"","","gene_1031-gene_1050:6.43965695439274","","","",2718228072,"Sphingopyxis sp. LPB0140 : Ga0174827_11",2718217855,"Sphingopyxis sp. LPB0140",2419,2533041,0.46,1,3,3
"2718228132_Ga0175156_11",5492,"2718228132_Ga0175156_11-gene_1968-gene_2025",58,2,4,"","","gene_1968-gene_2025:14.93604858309200","gene_1968-gene_2024:4.03189393023436","","",2718228132,"Labrenzia sp. CP4 : Ga0175156_11",2718217880,"Labrenzia sp. CP4",5505,5952682,0.59,1,2,2
"2718228555_Ga0175862_11",3396,"2718228555_Ga0175862_11-gene_1409-gene_1459",51,2,2,"","","gene_1409-gene_1459:8.05358824760648","","","",2718228555,"Rhodobacter sp. LPB0142 : Ga0175862_11",2718218090,"Rhodobacter sp. LPB0142",3433,3462926,0.67,1,3,3
"2718228555_Ga0175862_11",3396,"2718228555_Ga0175862_11-gene_3261-gene_3359",99,2,2,"","","gene_3261-gene_3359:20.23378849360879","","","",2718228555,"Rhodobacter sp. LPB0142 : Ga0175862_11",2718218090,"Rhodobacter sp. LPB0142",3433,3462926,0.67,1,3,3
"2718228560_Ga0175864_11",2708,"2718228560_Ga0175864_11-gene_679-gene_734",56,2,4,"gene_679-gene_729:2.55548038509293","","gene_681-gene_734:15.25555900319413","","","",2718228560,"Psychrobacter sp. AntiMn-1 : Ga0175864_11",2718218092,"Psychrobacter sp. AntiMn-1",2768,3138120,0.44,1,1,1
"2718229246_Ga0175211_11",2700,"2718229246_Ga0175211_11-gene_1629-gene_1696",68,2,4,"gene_1630-gene_1680:13.81761247466119","","gene_1629-gene_1696:34.58228488200452","","","",2718229246,"Staphylococcus sp. AntiMn-1 : Ga0175211_11",2718218446,"Staphylococcus sp. AntiMn-1",2806,2721344,0.33,1,1,1
"2721800935_Ga0175699_12",4233,"2721800935_Ga0175699_12-gene_1067-gene_1088",22,2,1,"","","gene_1067-gene_1088:5.89866153046170","","","",2721800935,"Bacillus sp. Alg07 : Ga0175699_12",2721755502,"Bacillus weihaiensis Alg07",4318,4344873,0.36,1,5,5
"2721800935_Ga0175699_12",4233,"2721800935_Ga0175699_12-gene_2045-gene_2143",99,2,4,"","","gene_2045-gene_2143:15.57743270029720","gene_2062-gene_2143:4.65341887718084","","",2721800935,"Bacillus sp. Alg07 : Ga0175699_12",2721755502,"Bacillus weihaiensis Alg07",4318,4344873,0.36,1,5,5
"2724812406_K01M1_chromosome1",3086,"2724812406_K01M1_chromosome1-gene_1233-gene_1277",45,2,4,"gene_1244-gene_1276:2.80669500802978","","gene_1233-gene_1277:16.26579530762643","","","",2724812406,"Vibrio alginolyticus K01M1 (K01M1) : K01M1_chromosome1",2724679807,"Vibrio alginolyticus K01M1 (K01M1)",3215,3468303,0.44,1,3,3
"2724812408_K04M1_chromosome1",3098,"2724812408_K04M1_chromosome1-gene_1240-gene_1284",45,2,4,"gene_1251-gene_1283:2.80497955689126","","gene_1240-gene_1284:16.26407985648791","","","",2724812408,"Vibrio alginolyticus K04M1 (K04M1) : K04M1_chromosome1",2724679808,"Vibrio alginolyticus K04M1 (K04M1)",3225,3473127,0.44,1,3,3
"2724812413_K04M3_chromosome1",3104,"2724812413_K04M3_chromosome1-gene_1209-gene_1253",45,2,4,"gene_1220-gene_1252:2.80412436564301","","gene_1209-gene_1253:16.26322466523966","","","",2724812413,"Vibrio alginolyticus K04M3 (K04M3) : K04M3_chromosome1",2724679809,"Vibrio alginolyticus K04M3 (K04M3)",3229,3476174,0.44,1,3,3
"2724812416_K04M5_chromosome1",3080,"2724812416_K04M5_chromosome1-gene_1207-gene_1251",45,2,4,"gene_1218-gene_1250:2.80755528130262","","gene_1207-gene_1251:16.26665558089928","","","",2724812416,"Vibrio alginolyticus K04M5 (Vibrio alginolyticus K04M5) : K04M5_chromosome1",2724679810,"Vibrio alginolyticus K04M5 (Vibrio alginolyticus K04M5)",3220,3470916,0.44,1,3,3
"2724812419_K05K4_chromosome1",3105,"2724812419_K05K4_chromosome1-gene_1231-gene_1275",45,2,4,"gene_1242-gene_1274:2.80398199734739","","gene_1231-gene_1275:16.26308229694403","","","",2724812419,"Vibrio alginolyticus K05K4 (K05K4) : K05K4_chromosome1",2724679811,"Vibrio alginolyticus K05K4 (K05K4)",3230,3473579,0.45,1,4,4
"2724812419_K05K4_chromosome1",3105,"2724812419_K05K4_chromosome1-gene_1556-gene_1571",16,2,1,"","gene_1557-gene_1569:19.29835091255004","gene_1556-gene_1571:5.47731281934993","","","",2724812419,"Vibrio alginolyticus K05K4 (K05K4) : K05K4_chromosome1",2724679811,"Vibrio alginolyticus K05K4 (K05K4)",3230,3473579,0.45,1,4,4
"2724812723_K06K5_chromosome1",3091,"2724812723_K06K5_chromosome1-gene_1241-gene_1285",45,2,4,"gene_1252-gene_1284:2.80597941307153","","gene_1241-gene_1285:16.26507971266818","","","",2724812723,"Vibrio alginolyticus K06K5 (K06K5) : K06K5_chromosome1",2724679823,"Vibrio alginolyticus K06K5 (K06K5)",3222,3471297,0.45,1,3,3
"2724812731_K09K1_contig000002",3096,"2724812731_K09K1_contig000002-gene_1-gene_23",23,2,2,"gene_2-gene_23:3.35542037276465","gene_2-gene_22:39.30842967412596","gene_1-gene_23:10.25644425072498","","","",2724812731,"Vibrio alginolyticus K09K1 (K09K1) : K09K1_contig000002",2724679826,"Vibrio alginolyticus K09K1 (K09K1)",3223,3465619,0.45,1,5,5
"2724812731_K09K1_contig000002",3096,"2724812731_K09K1_contig000002-gene_302-gene_346",45,2,4,"gene_303-gene_335:2.80526499527281","","gene_302-gene_346:16.26436529486946","","","",2724812731,"Vibrio alginolyticus K09K1 (K09K1) : K09K1_contig000002",2724679826,"Vibrio alginolyticus K09K1 (K09K1)",3223,3465619,0.45,1,5,5
"2724812731_K09K1_contig000002",3096,"2724812731_K09K1_contig000002-gene_3087-gene_3096",10,2,0,"","gene_3087-gene_3096:7.48839640934146","","","","",2724812731,"Vibrio alginolyticus K09K1 (K09K1) : K09K1_contig000002",2724679826,"Vibrio alginolyticus K09K1 (K09K1)",3223,3465619,0.45,1,5,5
"2724812732_K10K4_chromosome1",3114,"2724812732_K10K4_chromosome1-gene_1209-gene_1253",45,2,4,"gene_1220-gene_1252:2.80270277850821","","gene_1209-gene_1253:16.26180307810486","","","",2724812732,"Vibrio alginolyticus K10K4 (K10K4) : K10K4_chromosome1",2724679827,"Vibrio alginolyticus K10K4 (K10K4)",3240,3494647,0.45,1,4,4
"2724812732_K10K4_chromosome1",3114,"2724812732_K10K4_chromosome1-gene_1531-gene_1545",15,2,1,"","gene_1532-gene_1543:19.80861924289462","gene_1531-gene_1545:4.79348382430367","","","",2724812732,"Vibrio alginolyticus K10K4 (K10K4) : K10K4_chromosome1",2724679827,"Vibrio alginolyticus K10K4 (K10K4)",3240,3494647,0.45,1,4,4
"2724812734_K08M3_chromosome1",3087,"2724812734_K08M3_chromosome1-gene_1230-gene_1274",45,2,4,"gene_1241-gene_1273:2.80655179467913","","gene_1230-gene_1274:16.26565209427578","","","",2724812734,"Vibrio alginolyticus K08M3 (K08M3) : K08M3_chromosome1",2724679828,"Vibrio alginolyticus K08M3 (K08M3)",3222,3468139,0.44,1,3,3
"2728434717_Ga0175483_11",5078,"2728434717_Ga0175483_11-gene_2295-gene_2331",37,2,1,"","","gene_2295-gene_2331:3.29418066949518","","","",2728434717,"Mesorhizobium sp. B7 : Ga0175483_11",2728369379,"Mesorhizobium sp. B7",5099,5158483,0.65,1,5,5
"2728434717_Ga0175483_11",5078,"2728434717_Ga0175483_11-gene_3929-gene_4004",76,2,3,"","","gene_3929-gene_4004:29.81178849791814","gene_3933-gene_4004:2.38141017766948","","",2728434717,"Mesorhizobium sp. B7 : Ga0175483_11",2728369379,"Mesorhizobium sp. B7",5099,5158483,0.65,1,5,5
"2728434717_Ga0175483_11",5078,"2728434717_Ga0175483_11-gene_4898-gene_4949",52,2,4,"","","gene_4898-gene_4949:16.28390161032101","","","",2728434717,"Mesorhizobium sp. B7 : Ga0175483_11",2728369379,"Mesorhizobium sp. B7",5099,5158483,0.65,1,5,5
"637000159_NC_003911",3974,"637000159_NC_003911-gene_1040-gene_1075",36,2,2,"","","gene_1040-gene_1075:11.90966927817894","gene_1046-gene_1075:6.84096063594688","","",637000159,"Silicibacter pomeroyi DSS-3: NC_003911",637000267,"Ruegeria pomeroyi DSS-3",3908,4109442,0.64,NA,1,1
"637000172_NC_004193",3591,"637000172_NC_004193-gene_158-gene_257",100,2,1,"","","gene_158-gene_257:2.85901748697385","","","",637000172,"Oceanobacillus iheyensis HTE831: NC_004193",637000201,"Oceanobacillus iheyensis HTE831",3664,3630528,0.36,NA,1,1
"637000284_NC_006138",3084,"637000284_NC_006138-gene_1537-gene_1593",57,2,2,"","","gene_1544-gene_1593:14.03028898248288","gene_1537-gene_1592:3.09858148268914","","",637000284,"Desulfotalea psychrophila LSv54: NC_006138",637000094,"Desulfotalea psychrophila LSv54",3214,3523383,0.47,NA,2,2
"637000284_NC_006138",3084,"637000284_NC_006138-gene_1986-gene_2086",101,2,4,"","","gene_1986-gene_2079:25.79792146403620","gene_1991-gene_2086:7.39776030787682","","",637000284,"Desulfotalea psychrophila LSv54: NC_006138",637000094,"Desulfotalea psychrophila LSv54",3214,3523383,0.47,NA,2,2
"637000312_NC_006370",3552,"637000312_NC_006370-gene_1312-gene_1372",61,2,3,"","","gene_1312-gene_1372:13.52506077028019","gene_1315-gene_1346:2.66311644445183","","",637000312,"Photobacterium profundum SS9 chromosome 1: NC_006370",637000206,"Photobacterium profundum SS9",3642,4085304,0.42,NA,1,1
"637000323_NC_006510",3531,"637000323_NC_006510-gene_498-gene_574",77,2,6,"gene_540-gene_571:6.22441306956573","","gene_498-gene_574:38.59278214705590","gene_505-gene_541:5.35563903149904","","gene_504-gene_539:6.40651584043703",637000323,"Geobacillus kaustophilus HTA426: NC_006510",637000118,"Geobacillus kaustophilus HTA426",3672,3544776,0.52,NA,1,1
"637000417_NC_007481",2868,"637000417_NC_007481-gene_1433-gene_1478",46,2,1,"","","gene_1433-gene_1478:23.74226249313480","gene_1433-gene_1472:5.12006523758903","","",637000417,"Pseudoalteromonas haloplanktis TAC125 chromosome I: NC_007481",637000217,"Pseudoalteromonas haloplanktis TAC125",3088,3214944,0.4,NA,1,1
"637000441_NC_007516",2824,"637000441_NC_007516-gene_1761-gene_1859",99,2,2,"","","gene_1761-gene_1859:40.21207618438470","gene_1761-gene_1851:33.85008216885178","","",637000441,"Synechococcus sp. CC9605: NC_007516",637000310,"Synechococcus sp. CC9605",2761,2510659,0.59,NA,11,11
"637000441_NC_007516",2824,"637000441_NC_007516-gene_532-gene_587",56,2,1,"","","gene_532-gene_587:12.95143796388932","gene_539-gene_587:9.02393639902305","","gene_543-gene_569:8.95407805274870",637000441,"Synechococcus sp. CC9605: NC_007516",637000310,"Synechococcus sp. CC9605",2761,2510659,0.59,NA,11,11
"637000467_NC_007645",6442,"637000467_NC_007645-gene_2579-gene_2678",100,2,2,"","","gene_2579-gene_2678:27.80098619416833","gene_2579-gene_2678:11.78207390120422","","",637000467,"Hahella chejuensis KCTC 2396: NC_007645",637000128,"Hahella chejuensis KCTC 2396",6875,7215267,0.54,NA,11,11
"637000467_NC_007645",6442,"637000467_NC_007645-gene_329-gene_378",50,2,4,"","","gene_329-gene_378:9.21396350161411","","","",637000467,"Hahella chejuensis KCTC 2396: NC_007645",637000128,"Hahella chejuensis KCTC 2396",6875,7215267,0.54,NA,11,11
"637000467_NC_007645",6442,"637000467_NC_007645-gene_4105-gene_4142",38,2,3,"","","gene_4105-gene_4142:10.22184706726617","","","",637000467,"Hahella chejuensis KCTC 2396: NC_007645",637000128,"Hahella chejuensis KCTC 2396",6875,7215267,0.54,NA,11,11
"637000467_NC_007645",6442,"637000467_NC_007645-gene_5070-gene_5165",96,2,2,"gene_5108-gene_5130:2.52833958887894","","gene_5070-gene_5165:26.62430437723585","gene_5070-gene_5165:2.23286371056171","","",637000467,"Hahella chejuensis KCTC 2396: NC_007645",637000128,"Hahella chejuensis KCTC 2396",6875,7215267,0.54,NA,11,11
"637000467_NC_007645",6442,"637000467_NC_007645-gene_6132-gene_6174",43,2,4,"","","gene_6132-gene_6174:11.98510152943286","","","",637000467,"Hahella chejuensis KCTC 2396: NC_007645",637000128,"Hahella chejuensis KCTC 2396",6875,7215267,0.54,NA,11,11
"637000580_NC_008228",4367,"637000580_NC_008228-gene_681-gene_746",66,2,4,"","","gene_681-gene_746:14.12912395456162","","","",637000580,"Pseudoalteromonas atlantica T6c: NC_008228",637000216,"Pseudoalteromonas atlantica T6c",4405,5187005,0.45,NA,1,1
"637000611_NC_008322",4119,"637000611_NC_008322-gene_717-gene_769",53,2,4,"","","gene_717-gene_769:12.17012698715475","","","",637000611,"Shewanella sp. MR-7: NC_008322",637000260,"Shewanella sp. MR-7",4164,4792610,0.48,NA,2,2
"637000619_NC_008347",3162,"637000619_NC_008347-gene_924-gene_981",58,2,2,"","","gene_924-gene_981:2.57502961308549","","","",637000619,"Maricaulis maris MCS10: NC_008347",637000157,"Maricaulis maris MCS10",3138,3368780,0.63,NA,2,2
"637000620_NC_008358",3523,"637000620_NC_008358-gene_2448-gene_2531",84,2,1,"","","gene_2448-gene_2531:6.25604523963323","","","",637000620,"Hyphomonas neptunium ATCC 15444: NC_008358",637000135,"Hyphomonas neptunium ATCC 15444",3577,3705021,0.62,NA,1,1
"639633066_NC_008571",3376,"639633066_NC_008571-gene_2228-gene_2314",87,2,1,"","","gene_2234-gene_2314:37.79715868548014","gene_2228-gene_2312:6.71138946997795","gene_2253-gene_2310:3.40510026900163","gene_2234-gene_2310:3.77887996090092",639633066,"Gramella forsetii KT0803: NC_008571",639633025,"Gramella forsetii KT0803",3642,3798465,0.37,NA,3,3
"639633068_NC_008576",3948,"639633068_NC_008576-gene_1321-gene_1419",99,2,8,"gene_1321-gene_1413:3.57230882101545","","gene_1324-gene_1419:30.34684550453285","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7
"639633068_NC_008576",3948,"639633068_NC_008576-gene_1735-gene_1805",71,2,2,"","","gene_1735-gene_1805:4.68955043636153","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7
"639633068_NC_008576",3948,"639633068_NC_008576-gene_2092-gene_2188",97,2,4,"","","gene_2092-gene_2188:23.07586121180755","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7
"639633068_NC_008576",3948,"639633068_NC_008576-gene_2687-gene_2786",100,2,3,"","","gene_2687-gene_2786:23.70221367338702","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7
"639633068_NC_008576",3948,"639633068_NC_008576-gene_2858-gene_2957",100,2,8,"","","gene_2858-gene_2957:32.72774269480687","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7
"639633068_NC_008576",3948,"639633068_NC_008576-gene_2965-gene_3064",100,2,4,"","","gene_2965-gene_3064:26.90214935529300","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7
"639633107_NC_008750",4157,"639633107_NC_008750-gene_2480-gene_2560",81,2,4,"gene_2482-gene_2560:6.46959476323676","","gene_2480-gene_2560:39.39117402171210","","","",639633107,"Shewanella sp. W3-18-1: NC_008750",639633059,"Shewanella sp. W3-18-1",4237,4708380,0.45,NA,2,2
"639633107_NC_008750",4157,"639633107_NC_008750-gene_2904-gene_2975",72,2,4,"","","gene_2904-gene_2975:12.47501917583491","","","",639633107,"Shewanella sp. W3-18-1: NC_008750",639633059,"Shewanella sp. W3-18-1",4237,4708380,0.45,NA,2,2
"640069332_NC_009052",4492,"640069332_NC_009052-gene_1283-gene_1342",60,2,4,"","","gene_1283-gene_1342:13.93242536456240","","","gene_1303-gene_1316:4.51882587369738",640069332,"Shewanella baltica OS155: NC_009052",640069330,"Shewanella baltica OS155",4541,5127376,0.46,NA,3,3
"640069332_NC_009052",4492,"640069332_NC_009052-gene_2223-gene_2256",34,2,1,"","gene_2241-gene_2255:3.52627596848048","gene_2223-gene_2256:5.65530100852116","","","",640069332,"Shewanella baltica OS155: NC_009052",640069330,"Shewanella baltica OS155",4541,5127376,0.46,NA,3,3
"640069332_NC_009052",4492,"640069332_NC_009052-gene_3681-gene_3735",55,2,3,"","","gene_3681-gene_3735:19.54014324197732","","","",640069332,"Shewanella baltica OS155: NC_009052",640069330,"Shewanella baltica OS155",4541,5127376,0.46,NA,3,3
"640753033_NC_009665",4461,"640753033_NC_009665-gene_2114-gene_2167",54,2,4,"","","gene_2114-gene_2167:11.61480204005916","","","",640753033,"Shewanella baltica OS185: NC_009665",640753049,"Shewanella baltica OS185",4543,5229686,0.46,NA,2,2
"640753033_NC_009665",4461,"640753033_NC_009665-gene_734-gene_792",59,2,3,"","","gene_734-gene_792:16.79833925870420","","","",640753033,"Shewanella baltica OS185: NC_009665",640753049,"Shewanella baltica OS185",4543,5229686,0.46,NA,2,2
"640753071_NC_009783",3387,"640753071_NC_009783-gene_1736-gene_1834",99,2,7,"gene_1785-gene_1812:2.72506224866066","","gene_1736-gene_1834:21.20771826022460","","","",640753071,"Vibrio harveyi ATCC BAA-1116 chromosome I: NC_009783",640753058,"Vibrio harveyi BB120, ATCC BAA-1116",3721,3765351,0.46,NA,2,2
"640753071_NC_009783",3387,"640753071_NC_009783-gene_2102-gene_2117",16,2,0,"","gene_2103-gene_2117:18.41553138222990","gene_2102-gene_2115:4.07382016091763","","","",640753071,"Vibrio harveyi ATCC BAA-1116 chromosome I: NC_009783",640753058,"Vibrio harveyi BB120, ATCC BAA-1116",3721,3765351,0.46,NA,2,2
"641228507_NC_009997",4587,"641228507_NC_009997-gene_2143-gene_2194",52,2,4,"","","gene_2143-gene_2194:10.47740356966649","","","",641228507,"Shewanella baltica OS195: NC_009997",641228507,"Shewanella baltica OS195",4665,5347283,0.46,NA,4,4
"641228507_NC_009997",4587,"641228507_NC_009997-gene_2263-gene_2355",93,2,0,"","gene_2329-gene_2347:3.06501997643989","gene_2263-gene_2355:11.76083752191920","","","",641228507,"Shewanella baltica OS195: NC_009997",641228507,"Shewanella baltica OS195",4665,5347283,0.46,NA,4,4
"641228507_NC_009997",4587,"641228507_NC_009997-gene_2938-gene_2986",49,2,9,"gene_2938-gene_2966:10.67662317102690","","gene_2938-gene_2986:17.17957021525460","","","",641228507,"Shewanella baltica OS195: NC_009997",641228507,"Shewanella baltica OS195",4665,5347283,0.46,NA,4,4
"641228507_NC_009997",4587,"641228507_NC_009997-gene_771-gene_828",58,2,3,"","","gene_771-gene_828:20.02027170108743","","","",641228507,"Shewanella baltica OS195: NC_009997",641228507,"Shewanella baltica OS195",4665,5347283,0.46,NA,4,4
"641522617_NC_010334",4381,"641522617_NC_010334-gene_1313-gene_1365",53,2,4,"gene_1338-gene_1361:2.24104725906898","","gene_1313-gene_1365:16.96070509435703","","","",641522617,"Shewanella halifaxensis HAW-EB4: NC_010334",641522648,"Shewanella halifaxensis HAW-EB4",4462,5226917,0.45,NA,1,1
