"Contig_id","Nb.genes.contigs","Fragment","Nb.genes","Category","Nb.phage.hallmark.genes","Phage.gene.enrichment.sig","Non.Caudovirales.phage.gene.enrichment.sig","Pfam.depletion.sig","Uncharacterized.enrichment.sig","Strand.switch.depletion.sig","Short.genes.enrichment.sig","Scaffold.ID.x","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length..bp.","GC.Content","Read.Depth","Prophages.per.scaffold","Prophages.per.genome","Scaffold.ID.y","Gene.Start","Gene.End","bp.Start","bp.End","Fragment.Length"
"639633068_NC_008576",3948,"639633068_NC_008576-gene_1735-gene_1805",71,2,2,"","","gene_1735-gene_1805:4.68955043636153","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7,639633068,1735,1805,2060848,2128708,67860
"639633068_NC_008576",3948,"639633068_NC_008576-gene_2092-gene_2188",97,2,4,"","","gene_2092-gene_2188:23.07586121180755","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7,639633068,2092,2188,2482937,2569493,86556
"639633068_NC_008576",3948,"639633068_NC_008576-gene_2687-gene_2786",100,2,3,"","","gene_2687-gene_2786:23.70221367338702","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7,639633068,2687,2786,3267841,3358184,90343
"639633068_NC_008576",3948,"639633068_NC_008576-gene_2858-gene_2957",100,2,8,"","","gene_2858-gene_2957:32.72774269480687","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7,639633068,2858,2957,3453930,3533133,79203
"639633068_NC_008576",3948,"639633068_NC_008576-gene_2965-gene_3064",100,2,4,"","","gene_2965-gene_3064:26.90214935529300","","","",639633068,"Magnetococcus sp. MC-1: NC_008576",639633036,"Magnetococcus marinus MC-1",3823,4719581,0.54,NA,7,7,639633068,2965,3064,3537766,3618086,80320
"639633107_NC_008750",4157,"639633107_NC_008750-gene_2480-gene_2560",81,2,4,"gene_2482-gene_2560:6.46959476323676","","gene_2480-gene_2560:39.39117402171210","","","",639633107,"Shewanella sp. W3-18-1: NC_008750",639633059,"Shewanella sp. W3-18-1",4237,4708380,0.45,NA,2,2,639633107,2480,2560,2832008,2887378,55370
"639633107_NC_008750",4157,"639633107_NC_008750-gene_2904-gene_2975",72,2,4,"","","gene_2904-gene_2975:12.47501917583491","","","",639633107,"Shewanella sp. W3-18-1: NC_008750",639633059,"Shewanella sp. W3-18-1",4237,4708380,0.45,NA,2,2,639633107,2904,2975,3308788,3365148,56360
"640069332_NC_009052",4492,"640069332_NC_009052-gene_1283-gene_1342",60,2,4,"","","gene_1283-gene_1342:13.93242536456240","","","gene_1303-gene_1316:4.51882587369738",640069332,"Shewanella baltica OS155: NC_009052",640069330,"Shewanella baltica OS155",4541,5127376,0.46,NA,3,3,640069332,1283,1342,1444815,1486320,41505
"640069332_NC_009052",4492,"640069332_NC_009052-gene_2223-gene_2256",34,2,1,"","gene_2241-gene_2255:3.52627596848048","gene_2223-gene_2256:5.65530100852116","","","",640069332,"Shewanella baltica OS155: NC_009052",640069330,"Shewanella baltica OS155",4541,5127376,0.46,NA,3,3,640069332,2223,2256,2512323,2542729,30406
"640069332_NC_009052",4492,"640069332_NC_009052-gene_3681-gene_3735",55,2,3,"","","gene_3681-gene_3735:19.54014324197732","","","",640069332,"Shewanella baltica OS155: NC_009052",640069330,"Shewanella baltica OS155",4541,5127376,0.46,NA,3,3,640069332,3681,3735,4211115,4254676,43561
"640753033_NC_009665",4461,"640753033_NC_009665-gene_2114-gene_2167",54,2,4,"","","gene_2114-gene_2167:11.61480204005916","","","",640753033,"Shewanella baltica OS185: NC_009665",640753049,"Shewanella baltica OS185",4543,5229686,0.46,NA,2,2,640753033,2114,2167,2481131,2527824,46693
"640753033_NC_009665",4461,"640753033_NC_009665-gene_734-gene_792",59,2,3,"","","gene_734-gene_792:16.79833925870420","","","",640753033,"Shewanella baltica OS185: NC_009665",640753049,"Shewanella baltica OS185",4543,5229686,0.46,NA,2,2,640753033,734,792,865059,908266,43207
"640753071_NC_009783",3387,"640753071_NC_009783-gene_1736-gene_1834",99,2,7,"gene_1785-gene_1812:2.72506224866066","","gene_1736-gene_1834:21.20771826022460","","","",640753071,"Vibrio harveyi ATCC BAA-1116 chromosome I: NC_009783",640753058,"Vibrio harveyi BB120, ATCC BAA-1116",3721,3765351,0.46,NA,2,2,640753071,1736,1834,1932927,2015928,83001
"640753071_NC_009783",3387,"640753071_NC_009783-gene_2102-gene_2117",16,2,0,"","gene_2103-gene_2117:18.41553138222990","gene_2102-gene_2115:4.07382016091763","","","",640753071,"Vibrio harveyi ATCC BAA-1116 chromosome I: NC_009783",640753058,"Vibrio harveyi BB120, ATCC BAA-1116",3721,3765351,0.46,NA,2,2,640753071,2102,2117,2303631,2317096,13465
"641228507_NC_009997",4587,"641228507_NC_009997-gene_2143-gene_2194",52,2,4,"","","gene_2143-gene_2194:10.47740356966649","","","",641228507,"Shewanella baltica OS195: NC_009997",641228507,"Shewanella baltica OS195",4665,5347283,0.46,NA,4,4,641228507,2143,2194,2526485,2571522,45037
"641228507_NC_009997",4587,"641228507_NC_009997-gene_2263-gene_2355",93,2,0,"","gene_2329-gene_2347:3.06501997643989","gene_2263-gene_2355:11.76083752191920","","","",641228507,"Shewanella baltica OS195: NC_009997",641228507,"Shewanella baltica OS195",4665,5347283,0.46,NA,4,4,641228507,2263,2355,2649580,2731034,81454
"641228507_NC_009997",4587,"641228507_NC_009997-gene_2938-gene_2986",49,2,9,"gene_2938-gene_2966:10.67662317102690","","gene_2938-gene_2986:17.17957021525460","","","",641228507,"Shewanella baltica OS195: NC_009997",641228507,"Shewanella baltica OS195",4665,5347283,0.46,NA,4,4,641228507,2938,2986,3439806,3477767,37961
"641228507_NC_009997",4587,"641228507_NC_009997-gene_771-gene_828",58,2,3,"","","gene_771-gene_828:20.02027170108743","","","",641228507,"Shewanella baltica OS195: NC_009997",641228507,"Shewanella baltica OS195",4665,5347283,0.46,NA,4,4,641228507,771,828,902045,946782,44737
"641522617_NC_010334",4381,"641522617_NC_010334-gene_1313-gene_1365",53,2,4,"gene_1338-gene_1361:2.24104725906898","","gene_1313-gene_1365:16.96070509435703","","","",641522617,"Shewanella halifaxensis HAW-EB4: NC_010334",641522648,"Shewanella halifaxensis HAW-EB4",4462,5226917,0.45,NA,1,1,641522617,1313,1365,1581117,1619476,38359
"641522729_NC_010674",3507,"641522729_NC_010674-gene_1816-gene_1896",81,2,4,"gene_1828-gene_1896:3.91889098580674","","gene_1816-gene_1893:32.70710558217476","","gene_1825-gene_1886:4.00109926976328","gene_1816-gene_1895:4.75788338561852",641522729,"Clostridium botulinum B str. Eklund 17B: NC_010674",641522618,"Clostridium botulinum B Eklund 17B",3585,3800327,0.28,NA,9,9,641522729,1816,1896,1979655,2030044,50389
"641522729_NC_010674",3507,"641522729_NC_010674-gene_2172-gene_2223",52,2,4,"gene_2178-gene_2223:3.78242926455878","","gene_2172-gene_2223:22.22773795738499","","","",641522729,"Clostridium botulinum B str. Eklund 17B: NC_010674",641522618,"Clostridium botulinum B Eklund 17B",3585,3800327,0.28,NA,9,9,641522729,2172,2223,2330638,2362484,31846
"641522729_NC_010674",3507,"641522729_NC_010674-gene_23-gene_41",19,2,2,"gene_31-gene_40:2.04616655548049","","gene_23-gene_41:5.60506698858118","","","",641522729,"Clostridium botulinum B str. Eklund 17B: NC_010674",641522618,"Clostridium botulinum B Eklund 17B",3585,3800327,0.28,NA,9,9,641522729,23,41,31919,46702,14783
"641522729_NC_010674",3507,"641522729_NC_010674-gene_2305-gene_2329",25,2,2,"","","gene_2305-gene_2329:6.44555195054420","gene_2305-gene_2328:2.22948361908723","","",641522729,"Clostridium botulinum B str. Eklund 17B: NC_010674",641522618,"Clostridium botulinum B Eklund 17B",3585,3800327,0.28,NA,9,9,641522729,2305,2329,2463246,2485896,22650
"641522729_NC_010674",3507,"641522729_NC_010674-gene_2627-gene_2721",95,2,4,"gene_2639-gene_2721:9.29648810912451","","gene_2627-gene_2721:33.55905553044958","","gene_2634-gene_2718:7.52467598798873","gene_2628-gene_2718:3.85230973388710",641522729,"Clostridium botulinum B str. Eklund 17B: NC_010674",641522618,"Clostridium botulinum B Eklund 17B",3585,3800327,0.28,NA,9,9,641522729,2627,2721,2811229,2873956,62727
"641522729_NC_010674",3507,"641522729_NC_010674-gene_2639-gene_2758",120,2,4,"gene_2639-gene_2721:7.77157268284906","","gene_2639-gene_2721:31.52600055012935","gene_2667-gene_2758:2.12725864846920","","",641522729,"Clostridium botulinum B str. Eklund 17B: NC_010674",641522618,"Clostridium botulinum B Eklund 17B",3585,3800327,0.28,NA,9,9,641522729,2639,2758,2821307,2905513,84206
"641522729_NC_010674",3507,"641522729_NC_010674-gene_866-gene_913",48,2,5,"gene_888-gene_906:6.88138379192641","","gene_866-gene_913:23.04512632393013","","","",641522729,"Clostridium botulinum B str. Eklund 17B: NC_010674",641522618,"Clostridium botulinum B Eklund 17B",3585,3800327,0.28,NA,9,9,641522729,866,913,940048,971381,31333
"642555204_NC_011026",2707,"642555204_NC_011026-gene_256-gene_320",65,2,1,"","","gene_256-gene_320:5.78445700127653","","","",642555204,"Chloroherpeton thalassium ATCC 35110: NC_011026",642555123,"Chloroherpeton thalassium ATCC 35110",2778,3293456,0.45,NA,1,1,642555204,256,320,303948,374029,70081
"642555224_NC_011138",3936,"642555224_NC_011138-gene_754-gene_825",72,2,3,"","","gene_754-gene_825:39.02184748303651","gene_763-gene_798:16.88280553313470","","gene_763-gene_797:22.76887261758065",642555224,"Alteromonas macleodii 'Deep ecotype': NC_011138",642555105,"Alteromonas mediterranea DE",4128,4412282,0.45,NA,2,2,642555224,754,825,834034,889750,55716
"643348578_NC_011566",4565,"643348578_NC_011566-gene_2273-gene_2282",10,2,0,"","gene_2273-gene_2282:4.33061167052584","","","","",643348578,"Shewanella piezotolerans WP3: NC_011566",643348575,"Shewanella piezotolerans WP3",5047,5396476,0.43,NA,2,2,643348578,2273,2282,2690277,2700247,9970
"643348595_NC_011663",4365,"643348595_NC_011663-gene_2587-gene_2664",78,2,4,"gene_2587-gene_2657:4.76486836461646","","gene_2587-gene_2664:27.00944850879690","","","",643348595,"Shewanella baltica OS223: NC_011663",643348574,"Shewanella baltica OS223",4425,5145902,0.46,NA,2,2,643348595,2587,2664,3056036,3116455,60419
"643348595_NC_011663",4365,"643348595_NC_011663-gene_757-gene_814",58,2,3,"","","gene_757-gene_814:18.71318327975761","","","",643348595,"Shewanella baltica OS223: NC_011663",643348574,"Shewanella baltica OS223",4425,5145902,0.46,NA,2,2,643348595,757,814,882667,925947,43280
"643348691_NC_011963",3075,"643348691_NC_011963-gene_1433-gene_1455",23,2,1,"","","gene_1433-gene_1455:6.68311637773655","","","",643348691,"Rhodobacter sphaeroides KD131 chromosome 1: NC_011963",643348570,"Rhodobacter sphaeroides KD131",3143,3152792,0.69,NA,3,3,643348691,1433,1455,1490364,1505906,15542
"643348691_NC_011963",3075,"643348691_NC_011963-gene_2992-gene_3036",45,2,3,"","","gene_2992-gene_3036:12.26606463219495","","","",643348691,"Rhodobacter sphaeroides KD131 chromosome 1: NC_011963",643348570,"Rhodobacter sphaeroides KD131",3143,3152792,0.69,NA,3,3,643348691,2992,3036,3083285,3117660,34375
"643348691_NC_011963",3075,"643348691_NC_011963-gene_323-gene_394",72,2,4,"","","gene_323-gene_394:15.54441187826629","","","",643348691,"Rhodobacter sphaeroides KD131 chromosome 1: NC_011963",643348570,"Rhodobacter sphaeroides KD131",3143,3152792,0.69,NA,3,3,643348691,323,394,325768,378487,52719
"643692038_NC_012440-circular",1985,"643692038_NC_012440-circular-gene_1738-gene_1798",61,2,2,"","","gene_1738-gene_1798:28.33953393487505","gene_1739-gene_1798:11.18984366829313","","",643692038,"Persephonella marina EX-H1: NC_012440",643692030,"Persephonella marina EX-H1",2025,1930284,0.37,NA,1,1,643692038,1738,1798,1717883,1754803,36920
"643692052_NC_012490",6135,"643692052_NC_012490-gene_2276-gene_2334",59,2,3,"gene_2278-gene_2320:2.77681512617158","","gene_2276-gene_2334:32.17320710031252","","","",643692052,"Rhodococcus erythropolis PR4: NC_012490",643692033,"Rhodococcus erythropolis PR4",6102,6516310,0.62,NA,4,4,643692052,2276,2334,2444253,2488197,43944
"643692052_NC_012490",6135,"643692052_NC_012490-gene_2510-gene_2597",88,2,2,"","","gene_2510-gene_2597:35.83787595307070","gene_2513-gene_2596:15.81767564944643","","gene_2514-gene_2539:5.14942156458038",643692052,"Rhodococcus erythropolis PR4: NC_012490",643692033,"Rhodococcus erythropolis PR4",6102,6516310,0.62,NA,4,4,643692052,2510,2597,2668810,2727185,58375
"644736375_NC_012850",4601,"644736375_NC_012850-gene_824-gene_862",39,2,1,"","","gene_824-gene_862:5.33772475922073","","","",644736375,"Rhizobium leguminosarum bv. trifolii WSM1325: NC_012850",644736401,"Rhizobium leguminosarum bv. trifolii WSM1325",4700,4767043,0.61,NA,2,2,644736375,824,862,839230,862842,23612
"646311903_NC_013222",3087,"646311903_NC_013222-gene_2691-gene_2741",51,2,1,"","","gene_2693-gene_2741:25.73007595961733","gene_2691-gene_2741:6.25691028166774","","",646311903,"Robiginitalea biformata HTCC2501: NC_013222",646311950,"Robiginitalea biformata HTCC2501",3255,3530383,0.55,NA,3,3,646311903,2691,2741,3087155,3128656,41501
"646311943_NC_013440",7011,"646311943_NC_013440-gene_1014-gene_1111",98,2,1,"","","gene_1019-gene_1103:18.25941917610297","gene_1014-gene_1111:7.21774998256750","","",646311943,"Haliangium ochraceum DSM 14365: NC_013440",646311933,"Haliangium ochraceum SMP-2, DSM 14365",6952,9446314,0.69,NA,13,13,646311943,1014,1111,1278302,1397784,119482
"646311943_NC_013440",7011,"646311943_NC_013440-gene_584-gene_803",220,2,3,"","","gene_590-gene_689:24.49390629147976;gene_704-gene_803:30.06670975397300","gene_675-gene_773:10.51454652878368;gene_584-gene_659:5.94726500233339","","",646311943,"Haliangium ochraceum DSM 14365: NC_013440",646311933,"Haliangium ochraceum SMP-2, DSM 14365",6952,9446314,0.69,NA,13,13,646311943,584,803,774298,1031155,256857
"646311943_NC_013440",7011,"646311943_NC_013440-gene_821-gene_850",30,2,3,"","","gene_821-gene_850:6.59182469960969","","","",646311943,"Haliangium ochraceum DSM 14365: NC_013440",646311933,"Haliangium ochraceum SMP-2, DSM 14365",6952,9446314,0.69,NA,13,13,646311943,821,850,1071620,1101869,30249
"646311952_NC_013456",2888,"646311952_NC_013456-gene_1807-gene_1820",14,2,0,"","gene_1808-gene_1819:13.15408609590149","gene_1807-gene_1820:2.40863453248620","","","",646311952,"Vibrio sp. Ex25 chromosome 1: NC_013456",646311966,"Vibrio antiquarius Ex25",3057,3259580,0.45,NA,2,2,646311952,1807,1820,2034045,2047922,13877
"646564576_NC_013960",3900,"646564576_NC_013960-gene_927-gene_1037",111,2,4,"gene_943-gene_1037:2.11256615381818","","gene_927-gene_1025:30.92347051078637","","","gene_930-gene_1024:8.29999932644929",646564576,"Nitrosococcus halophilus Nc4 chromosome: NC_013960",646564556,"Nitrosococcus halophilus Nc4",4014,4079427,0.52,NA,2,2,646564576,927,1037,950180,1034729,84549
"646564595_NC_014010",2596,"646564595_NC_014010-gene_2295-gene_2321",27,2,3,"","","gene_2295-gene_2321:5.22528691274315","","","",646564595,"Alpha proteobacterium IMCC1322 chromosome: NC_014010",646564516,"Candidatus Puniceispirillum marinum IMCC1322",2582,2753527,0.49,NA,4,4,646564595,2295,2321,2466286,2488042,21756
"646564595_NC_014010",2596,"646564595_NC_014010-gene_370-gene_413",44,2,4,"","","gene_370-gene_413:15.71059849991195","","","",646564595,"Alpha proteobacterium IMCC1322 chromosome: NC_014010",646564516,"Candidatus Puniceispirillum marinum IMCC1322",2582,2753527,0.49,NA,4,4,646564595,370,413,384275,424480,40205
"646564597_NC_014012",4030,"646564597_NC_014012-gene_2011-gene_2037",27,2,1,"","","gene_2011-gene_2037:9.15342319243628","gene_2011-gene_2037:3.87872090987084","","",646564597,"Shewanella violacea DSS12: NC_014012",646564568,"Shewanella violacea DSS12",4515,4962103,0.45,NA,1,1,646564597,2011,2037,2512185,2528729,16544
"647010922_NZ_ACZV01000004-circular",1414,"647010922_NZ_ACZV01000004-circular-gene_818-gene_861",44,2,6,"gene_822-gene_847:12.43150718953901","","gene_818-gene_861:19.06512804448219","","","",647010922,"Vibrio orientalis CIP 102891 VIA.Contig79: NZ_ACZV01000004",647000342,"Vibrio orientalis CIP 102891",1398,1579959,0.45,NA,1,1,647010922,818,861,929076,962050,32974
"647533454_NZ_DS989898",3564,"647533454_NZ_DS989898-gene_1834-gene_1924",91,2,2,"","","gene_1834-gene_1916:17.46592445219100","gene_1834-gene_1924:4.61319884771974","","",647533454,"Brevundimonas sp. BAL3 scf_1104670153119 genomic scaffold: NZ_DS989898",647533115,"Brevundimonas sp. BAL3",3518,3635929,0.67,NA,3,3,647533454,1834,1924,1883599,1963166,79567
"647533516_NZ_DS990556",2829,"647533516_NZ_DS990556-gene_1296-gene_1378",83,2,1,"","","gene_1296-gene_1378:14.69537159678570","gene_1296-gene_1378:8.05436154946375","","",647533516,"Cyanobium sp. PCC 7001 scf_1106012173546 genomic scaffold: NZ_DS990556",647533126,"Cyanobium sp. PCC 7001",2825,2832412,0.69,NA,3,3,647533516,1296,1378,1284195,1355092,70897
"647533516_NZ_DS990556",2829,"647533516_NZ_DS990556-gene_624-gene_664",41,2,1,"","","gene_624-gene_664:7.68153998598241","","","",647533516,"Cyanobium sp. PCC 7001 scf_1106012173546 genomic scaffold: NZ_DS990556",647533126,"Cyanobium sp. PCC 7001",2825,2832412,0.69,NA,3,3,647533516,624,664,616306,656141,39835
"647533596_NZ_DS995276",4051,"647533596_NZ_DS995276-gene_3292-gene_3380",89,2,1,"","","gene_3292-gene_3380:3.17647898323802","","","",647533596,"Rhodobacterales bacterium HTCC2083 scf_1106200183017 genomic scaffold: NZ_DS995276",647533202,"Rhodobacterales sp. HTCC2083",4159,3953882,0.53,NA,2,2,647533596,3292,3380,3190921,3271406,80485
"647533810_NZ_DS999213",3659,"647533810_NZ_DS999213-gene_3456-gene_3479",24,2,2,"","","gene_3456-gene_3479:4.49121766109864","","","",647533810,"Roseobacter sp. GAI101 scf_1106754216546 genomic scaffold: NZ_DS999213",647533205,"Roseobacter sp. GAI101",3631,3794933,0.59,NA,1,1,647533810,3456,3479,3580544,3600594,20050
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_0-gene_50",50,2,4,"","","gene_0-gene_50:22.46416942203592","gene_29-gene_50:4.44747872515330","","",647533937,"Stenotrophomonas sp. SKA14 scf_1108481805244 genomic scaffold: NZ_DS999412",647533230,"Stenotrophomonas sp. SKA14",4534,5017753,0.66,NA,9,9,647533937,0,50,5013276,30348,34825
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_1749-gene_1810",62,2,2,"","","gene_1749-gene_1810:26.97043456788662","gene_1761-gene_1788:4.39680410527906","","",647533937,"Stenotrophomonas sp. SKA14 scf_1108481805244 genomic scaffold: NZ_DS999412",647533230,"Stenotrophomonas sp. SKA14",4534,5017753,0.66,NA,9,9,647533937,1749,1810,1907646,1969070,61424
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_187-gene_234",48,2,2,"gene_198-gene_234:8.13451622155673","","gene_187-gene_234:22.92274198985228","","","",647533937,"Stenotrophomonas sp. SKA14 scf_1108481805244 genomic scaffold: NZ_DS999412",647533230,"Stenotrophomonas sp. SKA14",4534,5017753,0.66,NA,9,9,647533937,187,234,168264,205394,37130
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_1912-gene_1937",26,2,1,"","","gene_1912-gene_1937:12.12667187663593","gene_1915-gene_1935:5.21745483063852","","",647533937,"Stenotrophomonas sp. SKA14 scf_1108481805244 genomic scaffold: NZ_DS999412",647533230,"Stenotrophomonas sp. SKA14",4534,5017753,0.66,NA,9,9,647533937,1912,1937,2072413,2090605,18192
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_2641-gene_2698",58,2,1,"","","gene_2641-gene_2698:7.01106618184133","","","",647533937,"Stenotrophomonas sp. SKA14 scf_1108481805244 genomic scaffold: NZ_DS999412",647533230,"Stenotrophomonas sp. SKA14",4534,5017753,0.66,NA,9,9,647533937,2641,2698,2882543,2942386,59843
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_3956-gene_3984",29,2,4,"","","gene_3956-gene_3984:10.39479411822662","","","",647533937,"Stenotrophomonas sp. SKA14 scf_1108481805244 genomic scaffold: NZ_DS999412",647533230,"Stenotrophomonas sp. SKA14",4534,5017753,0.66,NA,9,9,647533937,3956,3984,4300099,4322413,22314
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_4032-gene_4081",50,2,4,"","","gene_4032-gene_4081:19.26213035200043","","","",647533937,"Stenotrophomonas sp. SKA14 scf_1108481805244 genomic scaffold: NZ_DS999412",647533230,"Stenotrophomonas sp. SKA14",4534,5017753,0.66,NA,9,9,647533937,4032,4081,4379596,4410368,30772
"647533937_NZ_DS999412-circular",4631,"647533937_NZ_DS999412-circular-gene_905-gene_972",68,2,3,"","","gene_905-gene_972:24.85083612000505","gene_906-gene_946:3.61773786917821","","",647533937,"Stenotrophomonas sp. SKA14 scf_1108481805244 genomic scaffold: NZ_DS999412",647533230,"Stenotrophomonas sp. SKA14",4534,5017753,0.66,NA,9,9,647533937,905,972,977246,1027291,50045
"647535429_NZ_GG704599",2798,"647535429_NZ_GG704599-gene_2480-gene_2541",62,2,1,"","","gene_2480-gene_2541:15.28341878160835","gene_2488-gene_2512:2.89453666072900","","",647535429,"Citreicella sp. SE45 genomic scaffold scf_1113211290437: NZ_GG704599",647533124,"Citreicella sp. SE45",2867,2868439,0.68,NA,2,2,647535429,2480,2541,2530324,2588381,58057
"649633102_NC_014831",2450,"649633102_NC_014831-gene_11-gene_67",57,2,5,"","","gene_11-gene_67:21.05870003487137","","","",649633102,"Thermaerobacter marianensis DSM 12885 chromosome: NC_014831",649633101,"Thermaerobacter marianensis 7p75a, DSM 12885",2435,2844696,0.72,NA,1,1,649633102,11,67,14888,59135,44247
"650377919_CP001978",4187,"650377919_CP001978-gene_1950-gene_2019",70,2,2,"","","gene_1950-gene_2019:27.56206960310490","gene_1950-gene_2018:8.29905393125942","gene_1955-gene_2017:2.63456917249976","",650377919,"Marine bacterium HP15: CP001978",650377991,"Marinobacter adhaerens HP15",4240,4421911,0.57,NA,4,4,650377919,1950,2019,2063045,2112022,48977
"650377919_CP001978",4187,"650377919_CP001978-gene_644-gene_704",61,2,6,"gene_659-gene_683:7.89861765329305","","gene_644-gene_704:23.33576566096078","","","",650377919,"Marine bacterium HP15: CP001978",650377991,"Marinobacter adhaerens HP15",4240,4421911,0.57,NA,4,4,650377919,644,704,671039,713786,42747
"650377989_CP002377-circular",3048,"650377989_CP002377-circular-gene_2404-gene_2451",48,2,4,"gene_2404-gene_2444:2.85094347049240","","gene_2404-gene_2451:10.54333700355404","","","",650377989,"Vibrio furnissii NCTC 11218 chromosome 1: CP002377",650377984,"Vibrio furnissii 2510/74, NCTC 11218",3130,3294546,0.51,NA,1,1,650377989,2404,2451,2595958,2633110,37152
"650716032_NC_015275",4318,"650716032_NC_015275-gene_1197-gene_1217",21,2,1,"","","gene_1197-gene_1217:3.85845476422977","","","",650716032,"Clostridium lentocellum DSM 5427 chromosome: NC_015275",650716026,"Cellulosilyticum lentocellum RHM5, DSM 5427",4416,4714237,0.34,NA,9,9,650716032,1197,1217,1346365,1365519,19154
"650716032_NC_015275",4318,"650716032_NC_015275-gene_1849-gene_1912",64,2,3,"","","gene_1849-gene_1912:35.70493594555114","gene_1856-gene_1912:4.13751593746732","","gene_1849-gene_1911:4.48038255740862",650716032,"Clostridium lentocellum DSM 5427 chromosome: NC_015275",650716026,"Cellulosilyticum lentocellum RHM5, DSM 5427",4416,4714237,0.34,NA,9,9,650716032,1849,1912,2051269,2090332,39063
"650716032_NC_015275",4318,"650716032_NC_015275-gene_2749-gene_2844",96,2,5,"gene_2763-gene_2816:8.09561290205885","","gene_2749-gene_2844:35.39731669791686","","","",650716032,"Clostridium lentocellum DSM 5427 chromosome: NC_015275",650716026,"Cellulosilyticum lentocellum RHM5, DSM 5427",4416,4714237,0.34,NA,9,9,650716032,2749,2844,2984437,3049840,65403
"650716032_NC_015275",4318,"650716032_NC_015275-gene_750-gene_858",109,2,9,"gene_750-gene_849:5.91316027992896","","gene_759-gene_858:36.52063027271512","","","",650716032,"Clostridium lentocellum DSM 5427 chromosome: NC_015275",650716026,"Cellulosilyticum lentocellum RHM5, DSM 5427",4416,4714237,0.34,NA,9,9,650716032,750,858,922403,1007854,85451
"650716032_NC_015275",4318,"650716032_NC_015275-gene_879-gene_928",50,2,1,"","","gene_879-gene_928:4.75017395830537","","","",650716032,"Clostridium lentocellum DSM 5427 chromosome: NC_015275",650716026,"Cellulosilyticum lentocellum RHM5, DSM 5427",4416,4714237,0.34,NA,9,9,650716032,879,928,1029939,1074532,44593
"650716032_NC_015275",4318,"650716032_NC_015275-gene_951-gene_1022",72,2,2,"","","gene_951-gene_1020:37.64053703609510","gene_955-gene_1022:5.46113969544171","","gene_954-gene_988:6.65469307458821",650716032,"Clostridium lentocellum DSM 5427 chromosome: NC_015275",650716026,"Cellulosilyticum lentocellum RHM5, DSM 5427",4416,4714237,0.34,NA,9,9,650716032,951,1022,1097422,1137768,40346
"650716102_NC_015590",3664,"650716102_NC_015590-gene_1342-gene_1435",94,2,3,"gene_1342-gene_1365:8.79817457341693","","gene_1342-gene_1435:41.37135814447782","gene_1366-gene_1421:7.85800918862641","","",650716102,"Sinorhizobium meliloti AK83 chromosome chromosome 1: NC_015590",650716086,"Sinorhizobium meliloti AK83",3761,3820344,0.63,NA,5,5,650716102,1342,1435,1377451,1449441,71990
"650716102_NC_015590",3664,"650716102_NC_015590-gene_1805-gene_1848",44,2,2,"","","gene_1805-gene_1848:11.59049614730688","","","",650716102,"Sinorhizobium meliloti AK83 chromosome chromosome 1: NC_015590",650716086,"Sinorhizobium meliloti AK83",3761,3820344,0.63,NA,5,5,650716102,1805,1848,1841924,1873068,31144
"650716102_NC_015590",3664,"650716102_NC_015590-gene_220-gene_295",76,2,2,"","","gene_229-gene_285:23.84887881577283","gene_220-gene_295:2.29862692514305","","",650716102,"Sinorhizobium meliloti AK83 chromosome chromosome 1: NC_015590",650716086,"Sinorhizobium meliloti AK83",3761,3820344,0.63,NA,5,5,650716102,220,295,257833,314278,56445
"650716102_NC_015590",3664,"650716102_NC_015590-gene_2233-gene_2317",85,2,3,"","","gene_2255-gene_2317:26.15143115270707","gene_2233-gene_2315:2.66114821284699","","",650716102,"Sinorhizobium meliloti AK83 chromosome chromosome 1: NC_015590",650716086,"Sinorhizobium meliloti AK83",3761,3820344,0.63,NA,5,5,650716102,2233,2317,2288740,2355208,66468
"650716102_NC_015590",3664,"650716102_NC_015590-gene_750-gene_840",91,2,2,"","","gene_756-gene_840:34.17521198892335","gene_750-gene_834:6.67528189618767","","",650716102,"Sinorhizobium meliloti AK83 chromosome chromosome 1: NC_015590",650716086,"Sinorhizobium meliloti AK83",3761,3820344,0.63,NA,5,5,650716102,750,840,790860,851832,60972
