"Genome.ID","NCBI.Taxon.ID","Status","Genome","Phylum","Class","Order","Family","Genus","Species","Strain","Cultured","Ecosystem","Ecosystem.Category","Ecosystem.Type","Ecosystem.Subtype","Genome.Size","Gene.Count","Scaffold.Count","GOLD.Analysis.Project.Type","GOLD.Sequencing.Strategy","Prophages.per.genome","Total.Size.Prophages","Genome.Size.Without.Prophage","Percentage.of.Genome.Prophage"
640753049,402882,"Finished","Shewanella baltica OS185","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella baltica","OS185","Yes","Environmental","Aquatic","Marine","Unclassified",5312910,4618,2,"Genome Analysis","Whole Genome Sequencing",2,89900,5223010,1.69210470344877
640753058,338187,"Finished","Vibrio harveyi BB120, ATCC BAA-1116","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio campbellii","BB120","Yes","Environmental","Aquatic","Marine","Unclassified",6058377,6252,3,"Genome Analysis","Whole Genome Sequencing",2,96466,5961911,1.59227463064778
641228507,399599,"Finished","Shewanella baltica OS195","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella baltica","OS195","Yes","Environmental","Aquatic","Marine","Unclassified",5547544,4857,4,"Genome Analysis","Whole Genome Sequencing",4,209189,5338355,3.77083985273483
641522648,458817,"Finished","Shewanella halifaxensis HAW-EB4","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella halifaxensis","HAW-EB4","Yes","Environmental","Aquatic","Marine","Oceanic",5226917,4462,1,"Genome Analysis","Whole Genome Sequencing",1,38359,5188558,0.733874289566871
641522618,935198,"Finished","Clostridium botulinum B Eklund 17B","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium botulinum","B Eklund 17B","Yes","Environmental","Aquatic","Marine","Oceanic",3847969,3639,2,"Genome Analysis","Whole Genome Sequencing",9,504219,3343750,13.1035099295239
642555123,517418,"Finished","Chloroherpeton thalassium ATCC 35110","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chloroherpeton","Chloroherpeton thalassium","GB 78, ATCC 35110","Yes","Environmental","Aquatic","Marine","Unclassified",3293456,2778,1,"Genome Analysis","Whole Genome Sequencing",1,70081,3223375,2.12788632973994
642555105,1774373,"Finished","Alteromonas mediterranea DE","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas mediterranea","DE","Yes","Environmental","Aquatic","Marine","Unclassified",4412282,4128,1,"Genome Analysis","Whole Genome Sequencing",2,79158,4333124,1.79403764310622
643348575,225849,"Finished","Shewanella piezotolerans WP3","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella piezotolerans","WP3","Yes","Environmental","Aquatic","Marine","Oceanic",5396476,5047,1,"Genome Analysis","Whole Genome Sequencing",2,29212,5367264,0.541316221919638
643348574,407976,"Finished","Shewanella baltica OS223","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella baltica","OS223","Yes","Environmental","Aquatic","Marine","Unclassified",5358884,4622,4,"Genome Analysis","Whole Genome Sequencing",2,103699,5255185,1.93508573800067
643348570,557760,"Finished","Rhodobacter sphaeroides KD131","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter sphaeroides","KD131","Yes","Environmental","Aquatic","Marine","Oceanic",4711139,4635,4,"Genome Analysis","Whole Genome Sequencing",3,102636,4608503,2.17858144283155
643692030,123214,"Finished","Persephonella marina EX-H1","Aquificae","Aquificae","Aquificales","Hydrogenothermaceae","Persephonella","Persephonella marina","EX-H1","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",1983966,2095,2,"Genome Analysis","Whole Genome Sequencing",1,36920,1947046,1.86091898752297
643692033,234621,"Finished","Rhodococcus erythropolis PR4","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus erythropolis","PR4","Yes","Environmental","Aquatic","Marine","Unclassified",6895538,6505,4,"Genome Analysis","Whole Genome Sequencing",4,150120,6745418,2.17706000605029
644736401,395491,"Finished","Rhizobium leguminosarum bv. trifolii WSM1325","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium leguminosarum","WSM1325","Yes","Environmental","Aquatic","Marine","Intertidal zone",7418122,7292,6,"Genome Analysis","Whole Genome Sequencing",2,101318,7316804,1.36581738612549
646311950,313596,"Finished","Robiginitalea biformata HTCC2501","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Robiginitalea","Robiginitalea biformata","HTCC2501","Yes","Environmental","Aquatic","Marine","Unclassified",3530383,3255,1,"Genome Analysis","Whole Genome Sequencing",3,178427,3351956,5.05404087885082
646311933,502025,"Finished","Haliangium ochraceum SMP-2, DSM 14365","Proteobacteria","Deltaproteobacteria","Myxococcales","Kofleriaceae","Haliangium","Haliangium ochraceum","SMP-2, DSM 14365","Yes","Environmental","Aquatic","Marine","Intertidal zone",9446314,6952,1,"Genome Analysis","Whole Genome Sequencing",13,1573566,7872748,16.6579895607959
646311966,150340,"Finished","Vibrio antiquarius Ex25","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio antiquarius","Ex25","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",5089025,4676,2,"Genome Analysis","Whole Genome Sequencing",2,116281,4972744,2.28493670202052
646564556,472759,"Finished","Nitrosococcus halophilus Nc4","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Nitrosococcus","Nitrosococcus halophilus","Nc4","Yes","Environmental","Aquatic","Marine","",4145260,4086,2,"Genome Analysis","Whole Genome Sequencing",2,101229,4044031,2.44204223619266
646564516,488538,"Finished","Candidatus Puniceispirillum marinum IMCC1322","Proteobacteria","Alphaproteobacteria","unclassified","unclassified","Candidatus Puniceispirillum","Candidatus Puniceispirillum marinum","IMCC1322","No","Environmental","Aquatic","Marine","Unclassified",2753527,2582,1,"Genome Analysis","Whole Genome Sequencing",4,131961,2621566,4.79243530206895
646564568,637905,"Finished","Shewanella violacea DSS12","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella violacea","DSS12","Yes","Environmental","Aquatic","Marine","Oceanic",4962103,4515,1,"Genome Analysis","Whole Genome Sequencing",1,16544,4945559,0.333407025206853
647000342,675816,"Permanent Draft","Vibrio orientalis CIP 102891","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio orientalis","CIP 102891","Yes","Environmental","Aquatic","Marine","Marginal Sea",4698244,4297,5,"Genome Analysis","Whole Genome Sequencing",1,32974,4665270,0.701836686217233
647533115,391600,"Permanent Draft","Brevundimonas sp. BAL3","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas sp. BAL3","BAL3","Yes","Environmental","Aquatic","Marine","Unclassified",3646072,3528,6,"Genome Analysis","Whole Genome Sequencing",3,234871,3411201,6.44175430435822
647533126,180281,"Permanent Draft","Cyanobium sp. PCC 7001","Cyanobacteria","unclassified","Synechococcales","Synechococcaceae","Cyanobium","Cyanobium sp. PCC 7001","PCC 7001","Yes","Environmental","Aquatic","Marine","Intertidal zone",2834252,2826,2,"Genome Analysis","Whole Genome Sequencing",3,210776,2623476,7.43674168704829
647533202,314270,"Permanent Draft","Rhodobacterales sp. HTCC2083","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unclassified","Rhodobacteraceae bacterium HTCC2083","HTCC2083","Yes","Environmental","Aquatic","Marine","Unclassified",4018415,4226,5,"Genome Analysis","Whole Genome Sequencing",2,139361,3879054,3.46805892372988
647533205,391589,"Permanent Draft","Roseobacter sp. GAI101","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter","Roseobacter sp. GAI101","GAI101","Yes","Environmental","Aquatic","Marine","Neritic zone",4527951,4258,9,"Genome Analysis","Whole Genome Sequencing",1,20050,4507901,0.442805145197022
647533230,391601,"Permanent Draft","Stenotrophomonas sp. SKA14","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas sp. SKA14","SKA14","Yes","Environmental","Aquatic","Marine","Unclassified",5020454,4543,3,"Genome Analysis","Whole Genome Sequencing",9,403568,4616886,8.03847620155468
647533124,501479,"Permanent Draft","Citreicella sp. SE45","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Citreicella","Citreicella sp. SE45","SE45","Yes","Environmental","Aquatic","Marine","Intertidal zone",5523231,5499,9,"Genome Analysis","Whole Genome Sequencing",2,91659,5431572,1.65951777139142
649633101,644966,"Finished","Thermaerobacter marianensis 7p75a, DSM 12885","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XVII. Incertae Sedis","Thermaerobacter","Thermaerobacter marianensis","7p75a, DSM 12885","Yes","Environmental","Aquatic","Marine","Oceanic",2844696,2435,1,"Genome Analysis","Whole Genome Sequencing",1,44247,2800449,1.55542103620211
650377991,225937,"Finished","Marinobacter adhaerens HP15","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter","Marinobacter adhaerens","HP15","Yes","Environmental","Aquatic","Marine","Unclassified",4651725,4470,3,"Genome Analysis","Whole Genome Sequencing",4,193076,4458649,4.15063229232167
650377984,903510,"Finished","Vibrio furnissii 2510/74, NCTC 11218","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio furnissii","2510/74, NCTC 11218","Yes","Environmental","Aquatic","Marine","Intertidal zone",4916408,4584,2,"Genome Analysis","Whole Genome Sequencing",1,37152,4879256,0.755673654424124
650716026,642492,"Finished","Cellulosilyticum lentocellum RHM5, DSM 5427","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum","Cellulosilyticum lentocellum","RHM5, DSM 5427","Yes","Environmental","Aquatic","Marine","Intertidal zone",4714237,4416,1,"Genome Analysis","Whole Genome Sequencing",9,588631,4125606,12.486241145704
650716086,693982,"Finished","Sinorhizobium meliloti AK83","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Sinorhizobium","Sinorhizobium meliloti","AK83","Yes","Environmental","Aquatic","Marine","Unclassified",7140471,7022,5,"Genome Analysis","Whole Genome Sequencing",5,287019,6853452,4.01960879051256
650716065,483219,"Finished","Myxococcus fulvus HW-1","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus fulvus","HW-1","Yes","Environmental","Aquatic","Marine","Unclassified",9003593,7362,1,"Genome Analysis","Whole Genome Sequencing",13,1307322,7696271,14.5200032920191
651053066,693970,"Finished","Shewanella baltica OS117","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella baltica","OS117","Yes","Environmental","Aquatic","Marine","Unclassified",5526018,4985,4,"Genome Analysis","Whole Genome Sequencing",4,178896,5347122,3.23734016067266
2503754015,641491,"Finished","Desulfovibrio desulfuricans ND132 (Final JGI assembly)","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio desulfuricans","ND132","Yes","Environmental","Aquatic","Marine","Oceanic",3858983,3534,1,"Genome Analysis","Whole Genome Sequencing",1,55946,3803037,1.44976020884259
2504136012,715451,"Finished","Alteromonas naphthalenivorans SN2","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas naphthalenivorans","SN2","Yes","Environmental","Aquatic","Marine","Intertidal zone",4972148,4442,1,"Genome Analysis","Whole Genome Sequencing",3,118460,4853688,2.38247131823107
2504643002,195248,"Permanent Draft","Synechococcus sp. PCC 8807","Cyanobacteria","unclassified","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. PCC 8807","PCC 8807","Yes","Environmental","Aquatic","Marine","Pelagic",3632845,3293,14,"Genome Analysis","Whole Genome Sequencing",1,10154,3622691,0.279505456467314
2504643003,374982,"Permanent Draft","Synechococcus sp. PCC 73109","Cyanobacteria","unclassified","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. PCC 73109","PCC 73109","Yes","Environmental","Aquatic","Marine","Pelagic",3674393,3352,29,"Genome Analysis","Whole Genome Sequencing",2,40850,3633543,1.11174825338498
2504756059,857087,"Finished","Methylomonas methanica MC09","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomonas","Methylomonas methanica","MC09","Yes","Environmental","Aquatic","Marine","Unclassified",5051681,4664,1,"Genome Analysis","Whole Genome Sequencing",2,101146,4950535,2.00222460602718
2506520046,758820,"Draft","Aquiflexum balticum BA160, DSM 16537","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Aquiflexum","Aquiflexum balticum","BA160, DSM 16537","Yes","Environmental","Aquatic","Marine","Unclassified",5987095,5121,1,"Genome Analysis","Whole Genome Sequencing",4,365684,5621411,6.10787034446589
2506783059,765912,"Finished","Thioflavicoccus mobilis 8321","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thioflavicoccus","Thioflavicoccus mobilis","8321","Yes","Environmental","Aquatic","Marine","Intertidal zone",4137521,3787,2,"Genome Analysis","Whole Genome Sequencing",2,173270,3964251,4.18777330676992
2507262011,585423,"Finished","Synechococcus sp. KORDI-49 (genome sequencing)","Cyanobacteria","unclassified","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. KORDI-49","KORDI-49","Yes","Environmental","Aquatic","Marine","Marginal Sea",2585813,2717,1,"Genome Analysis","Whole Genome Sequencing",6,458871,2126942,17.7457147906674
2507262012,585425,"Finished","Synechococcus sp. KORDI-52 (genome sequencing)","Cyanobacteria","unclassified","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. KORDI-52","KORDI-52","Yes","Environmental","Aquatic","Marine","Marginal Sea",2572069,2823,1,"Genome Analysis","Whole Genome Sequencing",8,439958,2132111,17.1052176282985
2507262052,166318,"Permanent Draft","Synechococcus sp. WH 8016","Cyanobacteria","unclassified","Synechococcales","Synechococcaceae","Synechococcus","Synechococcus sp. WH 8016","WH 8016","Yes","Environmental","Aquatic","Marine","Intertidal zone",2706690,3046,1,"Genome Analysis","Whole Genome Sequencing",9,636398,2070292,23.5120386893216
2508501012,882083,"Permanent Draft","Saccharomonospora marina XMU15, DSM 45390","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharomonospora","Saccharomonospora marina","XMU15","Yes","Environmental","Aquatic","Marine","Oceanic",5965593,5784,1,"Genome Analysis","Whole Genome Sequencing",3,251366,5714227,4.21359620074651
2508501098,926562,"Finished","Owenweeksia hongkongensis DSM 17368","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Owenweeksia","Owenweeksia hongkongensis","DSM 17368","Yes","Environmental","Aquatic","Marine","Unclassified",4000057,3563,1,"Genome Analysis","Whole Genome Sequencing",1,61145,3938912,1.52860321740415
2508501106,710685,"Finished","Mycobacterium rhodesiae NBB3","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium rhodesiae","NBB3","Yes","Environmental","Aquatic","Marine","Intertidal zone",6415739,6342,1,"Genome Analysis","Whole Genome Sequencing",1,194293,6221446,3.02838067446322
2509276025,880478,"Permanent Draft","Thermoanaerobacter siderophilus SR4","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter siderophilus","SR4","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",2540159,2640,1,"Genome Analysis","Whole Genome Sequencing",1,90677,2449482,3.56973716999605
2509276026,926559,"Permanent Draft","Joostella marina DSM 19592","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Joostella","Joostella marina","DSM 19592","Yes","Environmental","Aquatic","Marine","Coastal",4508243,4004,2,"Genome Analysis","Whole Genome Sequencing",2,77953,4430290,1.72912152250888
2509601017,748449,"Finished","Halobacteroides halobius DSM 5150","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Halobacteroides","Halobacteroides halobius","DSM 5150","Yes","Environmental","Aquatic","Marine","Oceanic",2649255,2633,1,"Genome Analysis","Whole Genome Sequencing",2,43768,2605487,1.65208709618364
2510917010,1051632,"Finished","Sulfobacillus acidophilus TPY","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XVII. Incertae Sedis","Sulfobacillus","Sulfobacillus acidophilus","TPY","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",3551206,3837,1,"Genome Analysis","Whole Genome Sequencing",4,353262,3197944,9.94766285031057
2513237293,745014,"Permanent Draft","Gammaproteobacteria sp. OM60 HIMB55","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","unclassified","gamma proteobacterium HIMB55","HIMB55","Yes","Environmental","Aquatic","Marine","Unclassified",2736988,2511,1,"Genome Analysis","Whole Genome Sequencing",1,11464,2725524,0.418854594905056
2517287027,1125975,"Permanent Draft","Thermoanaerobacter indiensis BSB-33","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter indiensis","BSB-33","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",2597606,2721,1,"Genome Analysis","Whole Genome Sequencing",1,31853,2565753,1.22624447279534
2519103097,1117647,"Finished","Simiduia agarivorans SA1","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Simiduia","Simiduia agarivorans","SA1","Yes","Environmental","Aquatic","Marine","Coastal",4309711,3836,1,"Genome Analysis","Whole Genome Sequencing",1,36814,4272897,0.85421040993236
2519899678,1120963,"Permanent Draft","Algicola sagamiensis DSM 14643","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola","Algicola sagamiensis","DSM 14643","Yes","Environmental","Aquatic","Marine","Coastal",4343428,4099,38,"Genome Analysis","Whole Genome Sequencing",1,45966,4297462,1.05828852233766
2521172691,930169,"Finished","Alcanivorax dieselolei B5","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","Alcanivorax dieselolei","B5, DSM 16502","Yes","Environmental","Aquatic","Marine","Oceanic",4928223,4470,1,"Genome Analysis","Whole Genome Sequencing",1,97756,4830467,1.98359530402744
2523231049,1123364,"Permanent Draft","Thalassobaculum salexigens DSM 19539","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Thalassobaculum","Thalassobaculum salexigens","DSM 19539","Yes","Environmental","Aquatic","Marine","Unclassified",5084548,4776,12,"Genome Analysis","Whole Genome Sequencing",1,51660,5032888,1.01601951638572
2526164528,1304886,"Permanent Draft","Desulfotignum balticum DSM 7044","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfotignum","Desulfotignum balticum","DSM 7044","Yes","Environmental","Aquatic","Marine","Oceanic",5118755,4855,5,"Genome Analysis","Whole Genome Sequencing",4,182645,4936110,3.56815280278115
2526164557,216432,"Finished","Croceibacter atlanticus HTCC2559 (Re-annotation of existing genome that was not originally submitted by me)","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Croceibacter","Croceibacter atlanticus","HTCC2559","Yes","Environmental","Aquatic","Marine","Unclassified",2952962,2727,1,"Genome Analysis","Whole Genome Sequencing",1,37887,2915075,1.28301684884533
2537561872,1278070,"Permanent Draft","Acinetobacter baumannii MSP4-16","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii","MSP4-16","Yes","Environmental","Aquatic","Marine","Wetlands",3944542,3819,53,"Genome Analysis","Whole Genome Sequencing",1,11995,3932547,0.304091070649013
2540341128,592029,"Finished","Nonlabens dokdonensis DSW-6","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","Nonlabens dokdonensis","DSW-6","Yes","Environmental","Aquatic","Marine","Unclassified",3914632,3666,1,"Genome Analysis","Whole Genome Sequencing",5,532998,3381634,13.6155326988591
2540341173,1163748,"Finished","Marinobacter hydrocarbonoclasticus ATCC 49840","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter","Marinobacter hydrocarbonoclasticus","ATCC 49840","Yes","Environmental","Aquatic","Marine","Oceanic",3989480,3863,1,"Genome Analysis","Whole Genome Sequencing",1,71864,3917616,1.80133751767148
2551306055,1191299,"Permanent Draft","Vibrio kanaloae 5S-149","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio kanaloae","5S-149","Yes","Environmental","Aquatic","Marine","Unclassified",4664984,4266,129,"Genome Analysis","Whole Genome Sequencing",1,18243,4646741,0.391062434512101
2554235446,1367477,"Finished","Bacillus infantis NRRL B-14911","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus infantis","NRRL B-14911","Yes","Environmental","Aquatic","Marine","Unclassified",4884713,5179,1,"Genome Analysis","Whole Genome Sequencing",1,36405,4848308,0.745284318648813
2556921662,1307761,"Finished","Salinispira pacifica L21-RPul-D2","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira","Salinispira pacifica","L21-RPul-D2","Yes","Environmental","Aquatic","Marine","Coastal",3782798,3500,1,"Genome Analysis","Whole Genome Sequencing",1,82907,3699891,2.19168456787806
2558860973,1250006,"Permanent Draft","Polaribacter sp. Hel_I_88","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter sp. Hel_I_88","Hel_I_88","Yes","Environmental","Aquatic","Marine","Unclassified",3996527,3552,1,"Genome Analysis","Whole Genome Sequencing",3,152136,3844391,3.80670517176539
2562617131,313624,"Finished","Nodularia spumigena CCY9414","Cyanobacteria","unclassified","Nostocales","Aphanizomenonaceae","Nodularia","Nodularia spumigena","CCY9414","Yes","Environmental","Aquatic","Marine","Unclassified",5465271,5363,1,"Genome Analysis","Whole Genome Sequencing",1,35332,5429939,0.646482123210359
2576861397,1249975,"Permanent Draft","Gillisia sp. Hel_I_29","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gillisia","Gillisia sp. Hel_I_29","Hel_I_29","Yes","Environmental","Aquatic","Marine","Unclassified",3959304,3613,9,"Genome Analysis","Whole Genome Sequencing",2,174275,3785029,4.40165746302886
2596583660,1249994,"Permanent Draft","Dokdonia sp. Hel_I_5","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia","Dokdonia sp. Hel_I_5","Hel_I_5","Yes","Environmental","Aquatic","Marine","Unclassified",3584841,3252,1,"Genome Analysis","Whole Genome Sequencing",2,212394,3372447,5.92478160119235
2596583682,314229,"Permanent Draft","Nitrospira marina Nb-295","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira marina","Nb-295","Yes","Environmental","Aquatic","Marine","Unclassified",4689205,4277,1,"Genome Analysis","Whole Genome Sequencing",3,337304,4351901,7.19320225923158
2622736623,1476901,"Permanent Draft","Nonlabens sp. MIC269","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","Nonlabens sp. MIC269","MIC269","Yes","Environmental","Aquatic","Marine","",2884293,2598,1,"Genome Analysis","Whole Genome Sequencing",2,80523,2803770,2.79177600888675
2627854277,990271,"Permanent Draft","Vibrio variabilis T01","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio variabilis","T01","Yes","Environmental","Aquatic","Marine","Coastal",4529728,4225,83,"Genome Analysis","Whole Genome Sequencing",1,9770,4519958,0.215686239880187
2630968265,1454205,"Draft","Moorea producens-heterotrophic bacteria co-culture from Jamaica (Final Draft of Linear Chromosome and 2 Linear Plasmid Scaffolds)","Cyanobacteria","unclassified","Oscillatoriales","Oscillatoriaceae","Moorea","Moorea producens","JHB 22AUG96-1","Yes","Environmental","Aquatic","Marine","Oceanic",9384763,7620,3,"Genome Analysis","Whole Genome Sequencing",6,598371,8786392,6.37598413513479
2630968268,1155739,"Draft","Moorea producens-heterotrophic bacteria co-culture from Palmyra Atoll (Complete Genome, 1 Circular Chromosome and 1 Circular Plasmid)","Cyanobacteria","unclassified","Oscillatoriales","Oscillatoriaceae","Moorea","Moorea producens","PAL 15AUG08-1","Yes","Environmental","Aquatic","Marine","Oceanic",9708656,7698,2,"Genome Analysis","Whole Genome Sequencing",5,595029,9113627,6.12885037846639
2630969006,489825,"Draft","Moorea producens-heterotrophic bacteria co-culture from Cura?ao (One linear chromosome and 78 unmapped contigs)","Cyanobacteria","unclassified","Oscillatoriales","Oscillatoriaceae","Moorea","Moorea producens","3L","Yes","Environmental","Aquatic","Marine","Oceanic",8371387,7184,79,"Genome Analysis","Whole Genome Sequencing",3,267054,8104333,3.19008068794335
2630969007,207920,"Draft","Moorea bouillonii-heterotrophic bacteria co-culture from Papua New Guinea (One linear chromosome and 12 unmapped contigs)","Cyanobacteria","unclassified","Oscillatoriales","Oscillatoriaceae","Moorea","Moorea bouillonii","PNG 19MAY05-8","Yes","Environmental","Aquatic","Marine","Oceanic",8319104,7090,13,"Genome Analysis","Whole Genome Sequencing",4,682817,7636287,8.20781901512471
2654587958,1703358,"Permanent Draft","Gemmatimonas sp. SG8_38_2","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas sp. SG8_38_2","","No","Environmental","Aquatic","Marine","Oceanic",2814545,2866,307,"Genome from Metagenome","Metagenome",1,54273,2760272,1.92830457498459
2663763042,1622118,"Finished","Lutibacter profundi LP1","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter","Lutibacter profundi","LP1","Yes","Environmental","Aquatic","Marine","Hydrothermal vents",2966978,2699,1,"Genome Analysis","Whole Genome Sequencing",2,180582,2786396,6.08639497832475
2667527387,364197,"Permanent Draft","Pseudomonas pohangensis DSM 17875","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas pohangensis","DSM 17875","Yes","Environmental","Aquatic","Marine","Intertidal zone",3769589,3544,1,"Genome Analysis","Whole Genome Sequencing",2,113739,3655850,3.01727854150678
2675903049,530584,"Permanent Draft","Prauserella marina CGMCC 4.5506","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Prauserella","Prauserella marina","CGMCC 4.5506","Yes","Environmental","Aquatic","Marine","Oceanic",6980949,6623,22,"Genome Analysis","Whole Genome Sequencing",1,95787,6885162,1.37212003697492
2681813513,407234,"Permanent Draft","Rhodobacter vinaykumarii DSM 18714","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter vinaykumarii","DSM 18714","Yes","Environmental","Aquatic","Marine","Unclassified",3481684,3318,27,"Genome Analysis","Whole Genome Sequencing",1,12574,3469110,0.361147077104068
2684623042,1160720,"Finished","Alteromonas stellipolaris LMG21856","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas stellipolaris","LMG 21856","Yes","Environmental","Aquatic","Marine","Unclassified",4686200,4027,1,"Genome Analysis","Whole Genome Sequencing",1,26978,4659222,0.575690324783407
